time,tempce,luftdruck,co2,laut,hell
2022-10-06/13:10:58,24.0,1017.0,1252.0,64.0,420.4
2022-10-06/13:10:59,24.0,1017.0,1252.0,64.0,421.6
2022-10-06/13:11:00,24.0,1017.0,1252.0,63.0,421.8
2022-10-06/13:11:01,24.0,1017.0,1252.0,63.0,422.4
2022-10-06/13:11:02,24.0,1017.0,1252.0,62.0,422.7
2022-10-06/13:11:03,24.0,1017.0,1252.0,62.0,423.3
2022-10-06/13:11:05,24.0,1017.0,1254.0,50.0,425.6
2022-10-06/13:11:06,24.0,1017.0,1254.0,50.0,426.7
2022-10-06/13:11:07,24.0,1017.0,1254.0,62.0,425.9
2022-10-06/13:11:08,24.0,1017.0,1254.0,62.0,422.0
2022-10-06/13:11:09,24.0,1017.0,1254.0,62.0,421.2
2022-10-06/13:11:10,24.0,1017.0,1254.0,62.0,418.6
2022-10-06/13:11:11,24.0,1017.0,1254.0,62.0,414.2
