time,tempce,luftdruck,co2,laut,hell
2022-02-24/16:51:34,22.0,987.0,1144.0,64.0,8.9
2022-02-24/16:51:35,22.0,987.0,1144.0,64.0,9.2
2022-02-24/16:51:36,22.0,987.0,1144.0,61.0,8.7
2022-02-24/16:51:37,22.0,987.0,1144.0,61.0,9.0
2022-02-24/16:51:38,22.0,987.0,1144.0,55.0,9.0
2022-02-24/16:51:39,22.0,987.0,1144.0,55.0,8.3
2022-02-24/16:51:40,22.0,987.0,1123.0,60.0,8.3
2022-02-24/16:51:41,22.0,987.0,1123.0,60.0,8.3
2022-02-24/16:51:43,22.0,987.0,1123.0,63.0,8.4
2022-02-24/16:51:44,22.0,987.0,1123.0,63.0,8.3
2022-02-24/16:51:45,22.0,987.0,1123.0,65.0,8.7
2022-02-24/16:51:46,22.0,987.0,1123.0,65.0,8.9
2022-02-24/16:51:47,22.0,987.0,1123.0,65.0,8.5
2022-02-24/16:51:48,22.0,987.0,1123.0,65.0,8.3
2022-02-24/16:51:49,22.0,987.0,1123.0,62.0,8.3
2022-02-24/16:51:50,22.0,987.0,1123.0,62.0,8.3
2022-02-24/16:51:51,22.0,987.0,1123.0,59.0,8.3
2022-02-24/16:51:52,22.0,987.0,1123.0,59.0,8.3
2022-02-24/16:51:53,22.0,987.0,1123.0,63.0,8.3
2022-02-24/16:51:55,22.0,987.0,1123.0,63.0,8.3
2022-02-24/16:51:56,21.8,987.0,1100.0,59.0,8.3
2022-02-24/16:51:57,21.8,987.0,1100.0,59.0,8.3
2022-02-24/16:51:58,21.8,987.0,1100.0,63.0,8.3
2022-02-24/16:51:59,21.8,987.0,1100.0,63.0,8.3
2022-02-24/16:52:00,21.8,987.0,1100.0,60.0,8.6
2022-02-24/16:52:01,21.8,987.0,1100.0,60.0,8.3
2022-02-24/16:52:02,21.8,987.0,1100.0,61.0,8.3
2022-02-24/16:52:03,21.8,987.0,1100.0,61.0,8.3
2022-02-24/16:52:04,21.8,987.0,1100.0,64.0,8.3
2022-02-24/16:52:05,21.8,987.0,1100.0,64.0,8.3
