time,tempce,luftfeucht,co2,laut,hell
2022-01-06/21:37:13,23.71,997.8,1360.0,23.52,248.6
2022-01-06/21:37:14,23.71,997.8,1360.0,23.52,249.3
2022-01-06/21:37:15,23.71,997.8,1360.0,23.568,249.3
2022-01-06/21:37:16,23.71,997.8,1360.0,23.568,249.3
2022-01-06/21:37:18,23.71,997.8,1360.0,23.568,249.3
2022-01-06/21:37:19,23.71,997.8,1360.0,23.568,249.3
2022-01-06/21:37:20,23.71,997.8,1360.0,23.568,249.3
2022-01-06/21:37:21,23.72,997.8,1366.0,22.44,249.3
2022-01-06/21:37:22,23.72,997.8,1366.0,22.44,249.3
2022-01-06/21:37:23,23.72,997.8,1366.0,22.44,249.3
2022-01-06/21:37:25,23.72,997.8,1366.0,22.44,249.3
2022-01-06/21:37:26,23.72,997.8,1366.0,22.44,249.3
2022-01-06/21:37:27,23.72,997.8,1366.0,22.776,249.3
2022-01-06/21:37:28,23.72,997.8,1366.0,22.776,248.7
2022-01-06/21:37:29,23.72,997.8,1366.0,22.776,248.4
