time,tempce,luftdruck,co2,laut,hell
2022-10-01/23:37:52,22.7,999.0,2094.0,65.0,18.0
2022-10-01/23:37:53,22.7,999.0,2094.0,65.0,18.0
2022-10-01/23:37:54,22.8,999.0,2098.0,57.0,18.3
2022-10-01/23:37:55,22.8,999.0,2098.0,57.0,17.9
2022-10-01/23:37:56,22.8,999.0,2098.0,65.0,18.4
2022-10-01/23:37:57,22.8,999.0,2098.0,65.0,19.2
2022-10-01/23:37:58,22.8,999.0,2098.0,65.0,19.2
2022-10-01/23:37:59,22.8,999.0,2098.0,65.0,19.2
2022-10-01/23:38:00,22.8,999.0,2098.0,65.0,19.2
2022-10-01/23:38:02,22.8,999.0,2098.0,65.0,20.5
2022-10-01/23:38:03,22.8,999.0,2098.0,65.0,19.4
