time,tempce,luftdruck,co2,laut,hell
2022-02-24/17:27:55,22.7,987.0,833.0,66.0,156.7
2022-02-24/17:27:56,22.7,987.0,833.0,66.0,156.7
2022-02-24/17:27:57,22.7,987.0,837.0,57.0,156.7
2022-02-24/17:27:58,22.7,987.0,837.0,57.0,157.3
2022-02-24/17:28:00,22.7,987.0,837.0,66.0,157.2
2022-02-24/17:28:01,22.7,987.0,837.0,66.0,157.2
2022-02-24/17:28:02,22.7,987.0,837.0,66.0,156.7
2022-02-24/17:28:03,22.7,987.0,837.0,66.0,156.7
2022-02-24/17:28:04,22.7,987.0,837.0,66.0,157.2
2022-02-24/17:28:05,22.7,987.0,837.0,66.0,158.2
2022-02-24/17:28:06,22.7,987.0,837.0,66.0,158.9
2022-02-24/17:28:07,22.7,987.0,837.0,66.0,159.7
2022-02-24/17:28:08,22.7,987.0,837.0,66.0,157.5
2022-02-24/17:28:09,22.7,987.0,837.0,66.0,157.5
2022-02-24/17:28:11,22.7,987.0,837.0,66.0,157.5
2022-02-24/17:28:12,22.7,987.0,837.0,66.0,157.5
2022-02-24/17:28:13,22.7,987.0,843.0,60.0,157.5
2022-02-24/17:28:14,22.7,987.0,843.0,60.0,157.5
2022-02-24/17:28:15,22.7,987.0,843.0,66.0,157.5
2022-02-24/17:28:16,22.7,987.0,843.0,66.0,157.5
2022-02-24/17:28:17,22.7,987.0,843.0,66.0,156.6
2022-02-24/17:28:18,22.7,987.0,843.0,66.0,155.8
2022-02-24/17:28:19,22.7,987.0,843.0,66.0,155.8
2022-02-24/17:28:20,22.7,987.0,843.0,66.0,155.8
2022-02-24/17:28:21,22.7,987.0,843.0,66.0,155.8
2022-02-24/17:28:23,22.7,987.0,843.0,66.0,155.8
2022-02-24/17:28:24,22.7,987.0,843.0,66.0,155.8
2022-02-24/17:28:25,22.7,987.0,843.0,66.0,156.4
2022-02-24/17:28:26,22.7,987.0,841.0,62.0,157.3
2022-02-24/17:28:27,22.7,987.0,841.0,62.0,157.3
2022-02-24/17:28:28,22.7,987.0,841.0,62.0,156.7
