time,tempce,luftdruck,co2,laut,hell
2022-08-18/18:39:57,27.0,987.0,2408.0,65.0,20.8
2022-08-18/18:39:58,27.0,987.0,2408.0,65.0,20.8
2022-08-18/18:39:59,27.0,987.0,2408.0,65.0,20.8
2022-08-18/18:40:00,27.0,987.0,2408.0,65.0,20.8
2022-08-18/18:40:01,27.0,987.0,2408.0,63.0,20.8
2022-08-18/18:40:02,27.0,987.0,2408.0,63.0,20.8
2022-08-18/18:40:03,27.0,987.0,2410.0,55.0,20.8
2022-08-18/18:40:04,27.0,987.0,2410.0,55.0,20.8
2022-08-18/18:40:05,27.0,987.0,2410.0,65.0,20.8
2022-08-18/18:40:07,27.0,987.0,2410.0,65.0,20.8
2022-08-18/18:40:08,27.0,987.0,2410.0,65.0,20.8
2022-08-18/18:40:09,27.0,987.0,2410.0,65.0,20.8
2022-08-18/18:40:10,27.0,987.0,2410.0,65.0,20.8
2022-08-18/18:40:11,27.0,987.0,2410.0,65.0,20.8
2022-08-18/18:40:12,27.0,987.0,2410.0,65.0,20.8
2022-08-18/18:40:13,27.0,987.0,2410.0,65.0,20.8
2022-08-18/18:40:14,27.0,987.0,2410.0,65.0,20.3
