time,tempce,luftfeucht,co2,laut,hell
2022-01-08/23:28:05,23.43,981.5,2542.0,24.0,226.8
2022-01-08/23:28:06,23.43,981.5,2542.0,24.0,226.8
2022-01-08/23:28:08,23.43,981.5,2542.0,24.0,226.8
2022-01-08/23:28:09,23.43,981.5,2542.0,24.0,226.8
2022-01-08/23:28:10,23.43,981.5,2541.0,336.336,226.8
2022-01-08/23:28:11,23.43,981.5,2541.0,336.336,226.8
2022-01-08/23:28:12,23.43,981.5,2541.0,336.336,226.8
2022-01-08/23:28:14,23.43,981.5,2541.0,336.336,226.8
2022-01-08/23:28:15,23.43,981.5,2541.0,336.336,226.8
2022-01-08/23:28:16,23.43,981.5,2541.0,324.216,226.8
2022-01-08/23:28:17,23.43,981.5,2541.0,324.216,226.8
2022-01-08/23:28:18,23.43,981.5,2541.0,324.216,226.8
2022-01-08/23:28:19,23.43,981.5,2541.0,324.216,226.8
2022-01-08/23:28:21,23.43,981.5,2541.0,324.216,226.8
2022-01-08/23:28:22,23.43,981.5,2541.0,325.512,226.8
2022-01-08/23:28:23,23.43,981.5,2541.0,325.512,226.8
2022-01-08/23:28:24,23.43,981.5,2541.0,325.512,226.8
2022-01-08/23:28:25,23.43,981.5,2541.0,325.512,226.8
2022-01-08/23:28:27,23.43,981.5,2541.0,325.512,226.8
2022-01-08/23:28:28,23.45,981.6,2547.0,320.088,226.8
