time,tempce,luftdruck,co2,laut,hell
2022-02-22/17:51:06,23.7,993.0,1971.0,66.0,2.7
2022-02-22/17:51:08,23.7,993.0,1971.0,65.0,3.9
2022-02-22/17:51:09,23.7,993.0,1971.0,65.0,3.6
2022-02-22/17:51:10,23.7,993.0,1961.0,55.0,4.0
2022-02-22/17:51:11,23.7,993.0,1961.0,55.0,3.6
2022-02-22/17:51:12,23.7,993.0,1961.0,64.0,3.9
2022-02-22/17:51:13,23.7,993.0,1961.0,64.0,4.2
2022-02-22/17:51:14,23.7,993.0,1961.0,66.0,4.2
2022-02-22/17:51:15,23.7,993.0,1961.0,66.0,4.2
2022-02-22/17:51:16,23.7,993.0,1961.0,66.0,4.2
2022-02-22/17:51:17,23.7,993.0,1961.0,66.0,4.2
2022-02-22/17:51:18,23.7,993.0,1961.0,66.0,4.2
2022-02-22/17:51:20,23.7,993.0,1961.0,66.0,4.1
2022-02-22/17:51:21,23.7,993.0,1961.0,66.0,4.2
2022-02-22/17:51:22,23.7,993.0,1961.0,66.0,4.2
2022-02-22/17:51:23,23.7,993.0,1961.0,60.0,4.2
2022-02-22/17:51:24,23.7,993.0,1961.0,60.0,4.5
2022-02-22/17:51:25,23.7,993.0,1958.0,56.0,4.7
2022-02-22/17:51:26,23.7,993.0,1958.0,56.0,4.2
2022-02-22/17:51:27,23.7,993.0,1958.0,66.0,4.2
2022-02-22/17:51:28,23.7,993.0,1958.0,66.0,3.5
2022-02-22/17:51:29,23.7,993.0,1958.0,66.0,2.4
2022-02-22/17:51:30,23.7,993.0,1958.0,66.0,3.0
2022-02-22/17:51:32,23.7,993.0,1958.0,66.0,3.7
2022-02-22/17:51:33,23.7,993.0,1958.0,66.0,3.4
2022-02-22/17:51:34,23.7,993.0,1958.0,66.0,3.2
2022-02-22/17:51:35,23.7,993.0,1958.0,66.0,4.1
2022-02-22/17:51:36,23.7,993.0,1958.0,66.0,4.2
2022-02-22/17:51:37,23.7,993.0,1958.0,66.0,4.2
2022-02-22/17:51:38,23.7,993.0,1958.0,66.0,4.2
2022-02-22/17:51:39,23.7,993.0,1958.0,66.0,4.2
2022-02-22/17:51:40,23.7,993.0,1956.0,55.0,4.2
2022-02-22/17:51:41,23.7,993.0,1956.0,55.0,5.1
2022-02-22/17:51:42,23.7,993.0,1956.0,66.0,5.8
2022-02-22/17:51:44,23.7,993.0,1956.0,66.0,5.8
2022-02-22/17:51:45,23.7,993.0,1956.0,66.0,5.8
2022-02-22/17:51:46,23.7,993.0,1956.0,66.0,5.8
2022-02-22/17:51:47,23.7,993.0,1956.0,66.0,5.8
2022-02-22/17:51:48,23.7,993.0,1956.0,66.0,5.8
2022-02-22/17:51:49,23.7,993.0,1956.0,66.0,5.3
2022-02-22/17:51:50,23.7,993.0,1956.0,66.0,4.7
2022-02-22/17:51:51,23.7,993.0,1956.0,66.0,4.8
2022-02-22/17:51:52,23.7,993.0,1956.0,66.0,4.9
2022-02-22/17:51:53,23.7,993.0,1956.0,66.0,4.8
2022-02-22/17:51:54,23.7,993.0,1956.0,66.0,5.1
2022-02-22/17:51:56,23.8,993.0,1961.0,55.0,4.9
2022-02-22/17:51:57,23.8,993.0,1961.0,55.0,5.0
2022-02-22/17:51:58,23.8,993.0,1961.0,66.0,4.5
2022-02-22/17:51:59,23.8,993.0,1961.0,66.0,4.2
2022-02-22/17:52:00,23.8,993.0,1961.0,66.0,5.0
2022-02-22/17:52:01,23.8,993.0,1961.0,66.0,5.3
2022-02-22/17:52:02,23.8,993.0,1961.0,66.0,5.3
2022-02-22/17:52:03,23.8,993.0,1961.0,66.0,4.4
2022-02-22/17:52:04,23.8,993.0,1961.0,66.0,5.5
2022-02-22/17:52:05,23.8,993.0,1961.0,66.0,5.5
2022-02-22/17:52:06,23.8,993.0,1961.0,66.0,5.5
2022-02-22/17:52:08,23.8,993.0,1961.0,66.0,5.1
2022-02-22/17:52:09,23.8,993.0,1961.0,66.0,4.6
2022-02-22/17:52:10,23.8,993.0,1961.0,66.0,5.0
2022-02-22/17:52:11,23.8,993.0,1963.0,55.0,5.0
2022-02-22/17:52:14,23.8,993.0,1963.0,55.0,5.3
