time,tempce,luftfeucht,co2,laut,hell
2022-01-09/12:26:02,22.64,975.4,1504.0,325.392,152.1
2022-01-09/12:26:03,22.64,975.4,1504.0,328.272,152.1
2022-01-09/12:26:04,22.64,975.4,1504.0,328.272,152.1
2022-01-09/12:26:05,22.64,975.4,1504.0,328.272,151.6
2022-01-09/12:26:06,22.64,975.4,1504.0,328.272,151.2
2022-01-09/12:26:07,22.64,975.4,1504.0,328.272,151.2
2022-01-09/12:26:09,22.64,975.5,1499.0,321.912,151.2
2022-01-09/12:26:10,22.64,975.5,1499.0,321.912,151.2
2022-01-09/12:26:11,22.64,975.5,1499.0,321.912,151.2
2022-01-09/12:26:12,22.64,975.5,1499.0,321.912,151.1
2022-01-09/12:26:13,22.64,975.5,1499.0,321.912,150.9
2022-01-09/12:26:15,22.64,975.5,1499.0,332.376,150.7
2022-01-09/12:26:16,22.64,975.5,1499.0,332.376,150.6
2022-01-09/12:26:17,22.64,975.5,1499.0,332.376,150.8
2022-01-09/12:26:18,22.64,975.5,1499.0,332.376,150.3
2022-01-09/12:26:19,22.64,975.5,1499.0,332.376,150.3
2022-01-09/12:26:20,22.66,975.4,1497.0,323.112,150.3
2022-01-09/12:26:22,22.66,975.4,1497.0,323.112,150.3
2022-01-09/12:26:23,22.66,975.4,1497.0,323.112,150.3
2022-01-09/12:26:24,22.66,975.4,1497.0,323.112,150.3
2022-01-09/12:26:25,22.66,975.4,1497.0,323.112,150.3
2022-01-09/12:26:26,22.66,975.4,1497.0,322.56,150.5
2022-01-09/12:26:27,22.66,975.4,1497.0,322.56,151.2
2022-01-09/12:26:29,22.66,975.4,1497.0,322.56,150.3
