time,tempce,luftdruck,co2,laut,hell
2022-10-01/23:32:58,21.7,999.0,2063.0,65.0,20.0
2022-10-01/23:32:59,21.7,999.0,2063.0,65.0,20.0
2022-10-01/23:33:00,21.7,999.0,2063.0,65.0,19.6
2022-10-01/23:33:01,21.7,999.0,2063.0,65.0,19.0
2022-10-01/23:33:02,21.7,999.0,2063.0,65.0,18.5
2022-10-01/23:33:03,21.7,999.0,2063.0,65.0,18.4
2022-10-01/23:33:04,21.7,999.0,2063.0,65.0,18.4
2022-10-01/23:33:05,21.7,999.0,2063.0,65.0,18.3
2022-10-01/23:33:06,21.7,999.0,2063.0,65.0,18.3
2022-10-01/23:33:08,21.7,999.0,2063.0,65.0,18.4
2022-10-01/23:33:09,21.7,999.0,2063.0,65.0,18.6
2022-10-01/23:33:10,21.8,999.0,2073.0,55.0,18.5
2022-10-01/23:33:11,21.8,999.0,2073.0,55.0,19.2
