time,tempce,luftfeucht,co2,laut,hell
2022-01-08/23:39:25,22,1000,500,30,400
2022-01-08/23:39:28,22,1000,500,30,400
2022-01-08/23:39:31,23.31,981.2,2704.0,24.0,226.8
2022-01-08/23:39:32,23.31,981.2,2704.0,24.0,226.8
2022-01-08/23:39:33,23.31,981.2,2704.0,24.0,226.8
2022-01-08/23:39:34,23.31,981.2,2704.0,323.76,226.8
2022-01-08/23:39:35,23.31,981.2,2704.0,323.76,226.8
2022-01-08/23:39:36,23.31,981.2,2704.0,323.76,226.8
2022-01-08/23:39:38,23.31,981.2,2704.0,323.76,226.8
2022-01-08/23:39:39,23.31,981.2,2704.0,323.76,226.8
2022-01-08/23:39:40,23.3,981.2,2703.0,316.44,226.8
2022-01-08/23:39:41,23.3,981.2,2703.0,316.44,226.8
2022-01-08/23:39:42,23.3,981.2,2703.0,316.44,226.8
2022-01-08/23:39:43,23.3,981.2,2703.0,316.44,226.8
2022-01-08/23:39:45,23.3,981.2,2703.0,316.44,226.8
2022-01-08/23:39:46,23.3,981.2,2703.0,322.464,226.8
2022-01-08/23:39:47,23.3,981.2,2703.0,322.464,226.8
2022-01-08/23:39:48,23.3,981.2,2703.0,322.464,226.8
2022-01-08/23:39:49,23.3,981.2,2703.0,322.464,226.8
2022-01-08/23:39:51,23.3,981.2,2703.0,322.464,226.8
2022-01-08/23:39:52,23.3,981.2,2703.0,314.28,226.0
2022-01-08/23:39:53,23.3,981.2,2703.0,314.28,226.2
2022-01-08/23:39:54,23.3,981.2,2703.0,314.28,226.8
2022-01-08/23:39:55,23.3,981.2,2703.0,314.28,226.8
2022-01-08/23:39:56,23.3,981.2,2703.0,314.28,226.8
2022-01-08/23:39:58,23.32,981.2,2692.0,318.12,226.8
2022-01-08/23:39:59,23.32,981.2,2692.0,318.12,226.8
