time,tempce,luftfeucht,co2,laut,hell
2022-01-09/00:06:51,23.18,980.6,2817.0,317.76,224.3
2022-01-09/00:06:52,23.18,980.6,2817.0,317.76,225.3
2022-01-09/00:06:53,23.18,980.6,2817.0,317.76,225.8
2022-01-09/00:06:55,23.18,980.6,2817.0,317.76,225.5
2022-01-09/00:06:56,23.2,980.6,2818.0,329.376,224.1
2022-01-09/00:06:57,23.2,980.6,2818.0,329.376,225.1
2022-01-09/00:06:58,23.2,980.6,2818.0,329.376,225.8
2022-01-09/00:06:59,23.2,980.6,2818.0,329.376,225.9
2022-01-09/00:07:00,23.2,980.6,2818.0,329.376,225.9
2022-01-09/00:07:02,23.2,980.6,2818.0,320.04,225.9
2022-01-09/00:07:03,23.2,980.6,2818.0,320.04,225.8
2022-01-09/00:07:04,23.2,980.6,2818.0,320.04,225.9
2022-01-09/00:07:05,23.2,980.6,2818.0,320.04,225.9
2022-01-09/00:07:06,23.2,980.6,2818.0,320.04,225.9
2022-01-09/00:07:07,23.18,980.6,2819.0,330.792,225.9
2022-01-09/00:07:09,23.18,980.6,2819.0,330.792,225.9
2022-01-09/00:07:10,23.18,980.6,2819.0,330.792,225.9
2022-01-09/00:07:11,23.18,980.6,2819.0,330.792,225.9
2022-01-09/00:07:12,23.18,980.6,2819.0,330.792,225.9
2022-01-09/00:07:13,23.18,980.6,2819.0,310.536,225.9
