time,tempce,luftdruck,co2,laut,hell
2022-02-14/17:26:13,20.2,985.0,1499.0,65.0,187.5
2022-02-14/17:26:14,20.2,985.0,1499.0,61.0,189.4
2022-02-14/17:26:15,20.2,985.0,1499.0,61.0,190.0
2022-02-14/17:26:16,20.2,985.0,1499.0,62.0,190.1
2022-02-14/17:26:17,20.2,985.0,1499.0,62.0,190.2
2022-02-14/17:26:18,20.2,985.0,1499.0,63.0,190.2
2022-02-14/17:26:19,20.2,985.0,1499.0,63.0,190.7
2022-02-14/17:26:20,20.2,985.0,1440.0,60.0,191.1
2022-02-14/17:26:21,20.2,985.0,1440.0,60.0,190.8
2022-02-14/17:26:22,20.2,985.0,1440.0,62.0,191.0
2022-02-14/17:26:23,20.2,985.0,1440.0,62.0,190.9
2022-02-14/17:26:25,20.2,985.0,1440.0,66.0,191.0
2022-02-14/17:26:26,20.2,985.0,1440.0,66.0,190.9
2022-02-14/17:26:27,20.2,985.0,1440.0,59.0,188.7
2022-02-14/17:26:28,20.2,985.0,1440.0,59.0,188.5
2022-02-14/17:26:29,20.2,985.0,1440.0,62.0,188.6
