time,tempce,luftfeucht,co2,laut,hell
2022-01-06/17:51:50,23.37,997.3,1300.0,23.88,213.5
2022-01-06/17:51:51,23.37,997.3,1300.0,23.688,214.2
2022-01-06/17:51:52,23.37,997.3,1300.0,23.688,214.3
2022-01-06/17:51:53,23.37,997.3,1300.0,23.688,214.2
2022-01-06/17:51:54,23.37,997.3,1300.0,23.688,214.3
2022-01-06/17:51:56,23.37,997.3,1300.0,23.688,214.2
2022-01-06/17:51:57,23.37,997.3,1300.0,23.712,214.3
2022-01-06/17:51:58,23.37,997.3,1300.0,23.712,214.2
2022-01-06/17:51:59,23.37,997.3,1300.0,23.712,214.4
2022-01-06/17:52:00,23.37,997.3,1300.0,23.712,214.0
2022-01-06/17:52:01,23.37,997.3,1300.0,23.712,213.3
2022-01-06/17:52:03,23.35,997.3,1305.0,23.568,213.4
2022-01-06/17:52:04,23.35,997.3,1305.0,23.568,213.5
2022-01-06/17:52:05,23.35,997.3,1305.0,23.568,213.4
2022-01-06/17:52:06,23.35,997.3,1305.0,23.568,213.8
2022-01-06/17:52:07,23.35,997.3,1305.0,23.568,213.5
