time,tempce,luftfeucht,co2,laut,hell
2022-01-08/16:00:07,25,51.0,669.0,50.0,400
2022-01-08/16:00:10,25,51.0,669.0,50.0,400
2022-01-08/16:00:13,22.88,987.7999,1746.0,24.0,230.7
2022-01-08/16:00:14,22.88,987.7999,1746.0,24.0,230.5
2022-01-08/16:00:15,22.88,987.7999,1746.0,24.0,230.4
2022-01-08/16:00:16,22.88,987.7999,1746.0,340.992,230.5
2022-01-08/16:00:17,22.88,987.7999,1746.0,340.992,230.5
2022-01-08/16:00:18,22.88,987.7999,1746.0,340.992,230.5
2022-01-08/16:00:20,22.88,987.7999,1746.0,340.992,230.8
2022-01-08/16:00:21,22.88,987.7999,1746.0,340.992,230.9
2022-01-08/16:00:22,22.68,987.7999,1677.0,339.912,230.8
2022-01-08/16:00:23,22.68,987.7999,1677.0,339.912,230.5
2022-01-08/16:00:24,22.68,987.7999,1677.0,339.912,230.4
2022-01-08/16:00:26,22.68,987.7999,1677.0,339.912,230.7
2022-01-08/16:00:27,22.68,987.7999,1677.0,339.912,230.4
2022-01-08/16:00:28,22.68,987.7999,1677.0,315.312,230.4
2022-01-08/16:00:29,22.68,987.7999,1677.0,315.312,230.4
2022-01-08/16:00:30,22.68,987.7999,1677.0,315.312,230.4
2022-01-08/16:00:31,22.68,987.7999,1677.0,315.312,230.4
2022-01-08/16:00:33,22.68,987.7999,1677.0,315.312,230.5
2022-01-08/16:00:34,22.68,987.7999,1677.0,328.224,230.4
2022-01-08/16:00:35,22.68,987.7999,1677.0,328.224,230.4
2022-01-08/16:00:36,22.68,987.7999,1677.0,328.224,230.8
2022-01-08/16:00:37,22.68,987.7999,1677.0,328.224,230.7
2022-01-08/16:00:38,22.68,987.7999,1677.0,328.224,231.0
2022-01-08/16:00:40,22.56,987.7999,1574.0,340.896,231.3
2022-01-08/16:00:41,22.56,987.7999,1574.0,340.896,231.3
2022-01-08/16:00:42,22.56,987.7999,1574.0,340.896,231.3
2022-01-08/16:00:43,22.56,987.7999,1574.0,340.896,231.1
2022-01-08/16:00:44,22.56,987.7999,1574.0,340.896,230.9
2022-01-08/16:00:46,22.56,987.7999,1574.0,333.48,231.2
2022-01-08/16:00:47,22.56,987.7999,1574.0,333.48,230.8
2022-01-08/16:00:48,22.56,987.7999,1574.0,333.48,230.9
2022-01-08/16:00:49,22.56,987.7999,1574.0,333.48,231.1
2022-01-08/16:00:50,22.56,987.7999,1574.0,333.48,230.7
2022-01-08/16:00:51,22.56,987.7999,1574.0,333.624,230.4
2022-01-08/16:00:53,22.56,987.7999,1574.0,333.624,230.4
2022-01-08/16:00:54,22.56,987.7999,1574.0,333.624,230.4
2022-01-08/16:00:55,22.56,987.7999,1574.0,333.624,230.4
2022-01-08/16:00:56,22.56,987.7999,1574.0,333.624,168.0
2022-01-08/16:00:57,22.35,987.7999,1449.0,373.176,182.9
2022-01-08/16:00:58,22.35,987.7999,1449.0,373.176,230.4
