time,tempce,luftdruck,co2,laut,hell
2022-08-19/18:27:21,22,1000,0,0,400
2022-08-19/18:27:24,22,1000,0,0,400
2022-08-19/18:27:27,22,1000,0,0,400
2022-08-19/18:27:30,22,1000,0,0,400
2022-08-19/18:27:33,22,1000,0,0,400
2022-08-19/18:27:36,22,1000,0,0,400
2022-08-19/18:27:39,22,1000,0,0,400
2022-08-19/18:27:42,22,1000,0,0,400
2022-08-19/18:27:45,22,1000,0,0,400
2022-08-19/18:27:48,22,1000,0,0,400
2022-08-19/18:27:51,22,1000,0,0,400
2022-08-19/18:27:54,22,1000,0,0,400
2022-08-19/18:27:57,22,1000,0,0,400
2022-08-19/18:28:00,22,1000,0,0,400
2022-08-19/18:28:03,22,1000,0,0,400
2022-08-19/18:28:06,22,1000,0,0,400
2022-08-19/18:28:09,22,1000,0,0,400
2022-08-19/18:28:12,22,1000,0,0,400
2022-08-19/18:28:15,22,1000,0,0,400
2022-08-19/18:28:18,22,1000,0,0,400
2022-08-19/18:28:21,22,1000,0,0,400
2022-08-19/18:28:24,22,1000,0,0,400
2022-08-19/18:28:27,22,1000,0,0,400
2022-08-19/18:28:30,22,1000,0,0,400
2022-08-19/18:28:33,22,1000,0,0,400
2022-08-19/18:28:36,22,1000,0,0,400
2022-08-19/18:28:39,22,1000,0,0,400
2022-08-19/18:28:42,22,1000,0,0,400
2022-08-19/18:28:45,22,1000,0,0,400
2022-08-19/18:28:48,22,1000,0,0,400
2022-08-19/18:28:51,22,1000,0,0,400
2022-08-19/18:28:54,22,1000,0,0,400
2022-08-19/18:28:57,22,1000,0,0,400
2022-08-19/18:29:00,22,1000,0,0,400
2022-08-19/18:29:03,22,1000,0,0,400
2022-08-19/18:29:06,22,1000,0,0,400
2022-08-19/18:29:09,22,1000,0,0,400
2022-08-19/18:29:12,22,1000,0,0,400
2022-08-19/18:29:15,22,1000,0,0,400
2022-08-19/18:29:18,22,1000,0,0,400
2022-08-19/18:29:21,22,1000,0,0,400
