time,tempce,luftdruck,co2,laut,hell
2022-02-23/15:56:23,23.4,1002.0,1747.0,64.0,70.2
2022-02-23/15:56:25,23.4,1002.0,1747.0,64.0,70.2
2022-02-23/15:56:26,23.4,1002.0,1747.0,65.0,71.2
2022-02-23/15:56:27,23.4,1002.0,1747.0,65.0,71.7
2022-02-23/15:56:28,23.4,1002.0,1747.0,65.0,71.1
2022-02-23/15:56:29,23.4,1002.0,1747.0,65.0,70.8
2022-02-23/15:56:30,23.4,1002.0,1747.0,65.0,70.8
2022-02-23/15:56:31,23.4,1002.0,1747.0,65.0,70.6
2022-02-23/15:56:32,23.4,1002.0,1746.0,61.0,70.6
2022-02-23/15:56:33,23.4,1002.0,1746.0,61.0,70.7
2022-02-23/15:56:34,23.4,1002.0,1746.0,59.0,71.4
2022-02-23/15:56:36,23.4,1002.0,1746.0,59.0,71.1
2022-02-23/15:56:37,23.4,1002.0,1746.0,65.0,71.6
2022-02-23/15:56:38,23.4,1002.0,1746.0,65.0,71.7
2022-02-23/15:56:39,23.4,1002.0,1746.0,65.0,71.1
2022-02-23/15:56:40,23.4,1002.0,1746.0,65.0,70.8
2022-02-23/15:56:41,23.4,1002.0,1746.0,65.0,71.0
2022-02-23/15:56:42,23.4,1002.0,1746.0,65.0,71.4
2022-02-23/15:56:43,23.4,1002.0,1746.0,66.0,71.6
2022-02-23/15:56:44,23.4,1002.0,1746.0,66.0,71.2
2022-02-23/15:56:45,23.4,1002.0,1746.0,65.0,71.2
2022-02-23/15:56:47,23.4,1002.0,1746.0,65.0,72.2
2022-02-23/15:56:48,23.4,1002.0,1743.0,58.0,71.1
2022-02-23/15:56:49,23.4,1002.0,1743.0,58.0,71.7
2022-02-23/15:56:50,23.4,1002.0,1743.0,62.0,71.6
2022-02-23/15:56:51,23.4,1002.0,1743.0,62.0,71.7
2022-02-23/15:56:52,23.4,1002.0,1743.0,65.0,71.7
2022-02-23/15:56:53,23.4,1002.0,1743.0,65.0,71.7
2022-02-23/15:56:54,23.4,1002.0,1743.0,65.0,71.7
2022-02-23/15:56:55,23.4,1002.0,1743.0,65.0,71.6
2022-02-23/15:56:56,23.4,1002.0,1743.0,65.0,71.1
2022-02-23/15:56:57,23.4,1002.0,1743.0,65.0,70.8
2022-02-23/15:56:59,23.4,1002.0,1743.0,65.0,71.2
2022-02-23/15:57:00,23.4,1002.0,1743.0,65.0,71.7
2022-02-23/15:57:01,23.4,1002.0,1743.0,65.0,71.8
2022-02-23/15:57:02,23.4,1002.0,1743.0,65.0,71.7
2022-02-23/15:57:03,23.4,1002.0,1735.0,53.0,71.7
2022-02-23/15:57:04,23.4,1002.0,1735.0,53.0,71.7
2022-02-23/15:57:05,23.4,1002.0,1735.0,65.0,71.7
2022-02-23/15:57:06,23.4,1002.0,1735.0,65.0,71.7
2022-02-23/15:57:07,23.4,1002.0,1735.0,65.0,71.7
2022-02-23/15:57:08,23.4,1002.0,1735.0,65.0,71.7
2022-02-23/15:57:09,23.4,1002.0,1735.0,65.0,71.4
2022-02-23/15:57:11,23.4,1002.0,1735.0,65.0,71.5
2022-02-23/15:57:12,23.4,1002.0,1735.0,65.0,71.7
2022-02-23/15:57:13,23.4,1002.0,1735.0,65.0,71.7
2022-02-23/15:57:14,23.4,1002.0,1735.0,65.0,71.7
2022-02-23/15:57:15,23.4,1002.0,1735.0,65.0,71.7
2022-02-23/15:57:16,23.4,1002.0,1735.0,65.0,71.7
2022-02-23/15:57:26,23.4,1002.0,1735.0,65.0,70.9
