time,tempce,luftdruck,co2,laut,hell
2022-02-22/17:46:15,23.5,993.0,1924.0,66.0,1.9
2022-02-22/17:46:16,23.5,993.0,1924.0,66.0,1.8
2022-02-22/17:46:17,23.5,993.0,1924.0,66.0,2.1
2022-02-22/17:46:18,23.5,993.0,1924.0,66.0,2.1
2022-02-22/17:46:19,23.5,993.0,1924.0,66.0,1.9
2022-02-22/17:46:20,23.5,993.0,1924.0,66.0,2.0
2022-02-22/17:46:21,23.5,993.0,1924.0,66.0,1.9
2022-02-22/17:46:22,23.5,993.0,1924.0,66.0,2.8
2022-02-22/17:46:23,23.5,993.0,1924.0,66.0,3.9
2022-02-22/17:46:24,23.5,993.0,1924.0,66.0,3.2
2022-02-22/17:46:26,23.5,993.0,1933.0,56.0,2.5
2022-02-22/17:46:27,23.5,993.0,1933.0,56.0,2.5
2022-02-22/17:46:28,23.5,993.0,1933.0,66.0,2.5
2022-02-22/17:46:29,23.5,993.0,1933.0,66.0,3.2
2022-02-22/17:46:30,23.5,993.0,1933.0,66.0,3.2
2022-02-22/17:46:31,23.5,993.0,1933.0,66.0,3.3
2022-02-22/17:46:32,23.5,993.0,1933.0,66.0,3.3
2022-02-22/17:46:33,23.5,993.0,1933.0,66.0,3.3
2022-02-22/17:46:34,23.5,993.0,1933.0,66.0,3.3
2022-02-22/17:46:35,23.5,993.0,1933.0,66.0,3.3
2022-02-22/17:46:36,23.5,993.0,1933.0,66.0,3.3
2022-02-22/17:46:38,23.5,993.0,1933.0,66.0,3.3
2022-02-22/17:46:39,23.5,993.0,1933.0,66.0,3.1
2022-02-22/17:46:40,23.5,993.0,1933.0,66.0,3.3
