time,tempce,luftfeucht,co2,laut,hell
2022-01-08/15:56:06,25,51.0,669.0,50.0,400
2022-01-08/15:56:09,25,51.0,669.0,50.0,400
2022-01-08/15:56:12,23.64,987.7999,1537.0,24.0,230.4
2022-01-08/15:56:13,23.64,987.7999,1537.0,24.0,230.4
2022-01-08/15:56:14,23.64,987.7999,1537.0,24.0,230.4
2022-01-08/15:56:16,23.64,987.7999,1537.0,330.648,230.4
2022-01-08/15:56:17,23.64,987.7999,1537.0,330.648,230.4
2022-01-08/15:56:18,23.64,987.7999,1537.0,330.648,230.4
2022-01-08/15:56:19,23.64,987.7999,1537.0,330.648,230.4
2022-01-08/15:56:20,23.64,987.7999,1537.0,330.648,230.4
2022-01-08/15:56:21,23.64,987.7999,1537.0,328.224,230.4
2022-01-08/15:56:23,23.64,987.7999,1537.0,328.224,230.4
2022-01-08/15:56:24,23.64,987.7999,1537.0,328.224,230.4
2022-01-08/15:56:25,23.64,987.7999,1537.0,328.224,230.4
2022-01-08/15:56:26,23.64,987.7999,1537.0,328.224,230.4
2022-01-08/15:56:27,23.63,987.9,1537.0,328.176,230.4
2022-01-08/15:56:28,23.63,987.9,1537.0,328.176,230.4
2022-01-08/15:56:30,23.63,987.9,1537.0,328.176,230.4
2022-01-08/15:56:31,23.63,987.9,1537.0,328.176,230.4
2022-01-08/15:56:32,23.63,987.9,1537.0,328.176,230.4
2022-01-08/15:56:33,23.63,987.9,1537.0,331.104,230.4
2022-01-08/15:56:34,23.63,987.9,1537.0,331.104,230.4
