time,tempce,luftfeucht,co2,laut,hell
2022-01-06/18:03:58,23.38,997.3,1362.0,24.072,210.0
2022-01-06/18:03:59,23.38,997.3,1362.0,24.072,210.6
2022-01-06/18:04:00,23.38,997.3,1362.0,24.072,210.6
2022-01-06/18:04:01,23.38,997.3,1362.0,24.072,210.6
2022-01-06/18:04:02,23.37,997.3,1367.0,23.616,210.6
2022-01-06/18:04:04,23.37,997.3,1367.0,23.616,210.6
2022-01-06/18:04:05,23.37,997.3,1367.0,23.616,210.6
2022-01-06/18:04:06,23.37,997.3,1367.0,23.616,210.6
2022-01-06/18:04:07,23.37,997.3,1367.0,23.616,210.6
2022-01-06/18:04:08,23.37,997.3,1367.0,24.0,210.6
2022-01-06/18:04:10,23.37,997.3,1367.0,24.0,210.6
2022-01-06/18:04:11,23.37,997.3,1367.0,24.0,210.6
2022-01-06/18:04:12,23.37,997.3,1367.0,24.0,210.2
