time,tempce,luftfeucht,co2,laut,hell
2022-01-05/18:46:47,25,51.0,669.0,50.0,400
2022-01-05/18:46:49,25,51.0,669.0,50.0,400
2022-01-05/18:46:51,25,51.0,669.0,50.0,400
2022-01-05/18:46:53,25,51.0,669.0,50.0,400
2022-01-05/18:46:55,25,51.0,669.0,50.0,400
2022-01-05/18:46:57,25,51.0,669.0,50.0,400
2022-01-05/18:47:00,25,51.0,669.0,50.0,400
2022-01-05/18:47:02,25,51.0,669.0,50.0,400
2022-01-05/18:47:04,25,51.0,669.0,50.0,400
2022-01-05/18:47:06,25,51.0,669.0,50.0,400
2022-01-05/18:47:08,25,51.0,669.0,50.0,400
2022-01-05/18:47:10,25,51.0,669.0,50.0,400
2022-01-05/18:47:12,25,51.0,669.0,50.0,400
2022-01-05/18:47:14,25,51.0,669.0,50.0,400
2022-01-05/18:47:17,25,51.0,669.0,50.0,400
2022-01-05/18:47:19,25,51.0,669.0,50.0,400
2022-01-05/18:47:21,25,51.0,669.0,50.0,400
2022-01-05/18:47:23,25,51.0,669.0,50.0,400
2022-01-05/18:47:25,25,51.0,669.0,50.0,400
