time,tempce,luftdruck,co2,laut,hell
2023-01-20/15:31:32,19.1,1005.0,833.0,61.0,39.2
2023-01-20/15:31:33,19.1,1005.0,833.0,61.0,39.1
2023-01-20/15:31:34,19.1,1005.0,833.0,55.0,39.2
2023-01-20/15:31:36,19.1,1005.0,833.0,55.0,39.2
2023-01-20/15:31:37,19.1,1005.0,833.0,55.0,39.2
2023-01-20/15:31:38,19.1,1005.0,833.0,55.0,39.2
2023-01-20/15:31:39,19.1,1005.0,833.0,57.0,39.2
2023-01-20/15:31:40,19.1,1005.0,833.0,57.0,39.2
2023-01-20/15:31:41,19.1,1005.0,833.0,49.0,39.2
2023-01-20/15:31:42,19.1,1005.0,833.0,49.0,39.2
2023-01-20/15:31:43,19.1,1005.0,827.0,48.0,39.2
2023-01-20/15:31:44,19.1,1005.0,827.0,48.0,39.2
2023-01-20/15:31:45,19.1,1005.0,827.0,58.0,39.2
2023-01-20/15:31:47,19.1,1005.0,827.0,58.0,39.2
2023-01-20/15:31:48,19.1,1005.0,827.0,54.0,38.9
2023-01-20/15:31:49,19.1,1005.0,827.0,54.0,39.2
2023-01-20/15:31:50,19.1,1005.0,827.0,53.0,38.6
2023-01-20/15:31:51,19.1,1005.0,827.0,53.0,38.4
2023-01-20/15:31:52,19.1,1005.0,827.0,57.0,38.3
2023-01-20/15:31:53,19.1,1005.0,827.0,57.0,38.3
2023-01-20/15:31:54,19.1,1005.0,827.0,53.0,38.3
2023-01-20/15:31:55,19.1,1005.0,827.0,53.0,38.3
2023-01-20/15:31:56,19.1,1005.0,820.0,51.0,38.3
2023-01-20/15:31:57,19.1,1005.0,820.0,51.0,38.0
2023-01-20/15:31:59,19.1,1005.0,820.0,50.0,37.5
2023-01-20/15:32:00,19.1,1005.0,820.0,50.0,37.5
2023-01-20/15:32:01,19.1,1005.0,820.0,54.0,37.5
2023-01-20/15:32:02,19.1,1005.0,820.0,54.0,37.5
2023-01-20/15:32:03,19.1,1005.0,820.0,54.0,37.5
2023-01-20/15:32:04,19.1,1005.0,820.0,54.0,37.5
2023-01-20/15:32:05,19.1,1005.0,820.0,58.0,37.5
2023-01-20/15:32:06,19.1,1005.0,820.0,58.0,38.3
2023-01-20/15:32:07,19.1,1005.0,820.0,57.0,38.3
2023-01-20/15:32:08,19.1,1005.0,820.0,57.0,38.3
2023-01-20/15:32:10,19.1,1005.0,820.0,57.0,38.3
2023-01-20/15:32:11,19.1,1005.0,820.0,57.0,38.3
2023-01-20/15:32:12,19.2,1005.0,820.0,48.0,38.3
2023-01-20/15:32:13,19.2,1005.0,820.0,48.0,38.3
2023-01-20/15:32:14,19.2,1005.0,820.0,58.0,38.3
2023-01-20/15:32:15,19.2,1005.0,820.0,58.0,38.3
2023-01-20/15:32:16,19.2,1005.0,820.0,55.0,38.3
2023-01-20/15:32:17,19.2,1005.0,820.0,55.0,38.3
2023-01-20/15:32:18,19.2,1005.0,820.0,55.0,38.3
2023-01-20/15:32:19,19.2,1005.0,820.0,55.0,38.2
2023-01-20/15:32:20,19.2,1005.0,820.0,57.0,38.3
2023-01-20/15:32:22,19.2,1005.0,820.0,57.0,38.3
2023-01-20/15:32:23,19.2,1005.0,820.0,54.0,38.0
2023-01-20/15:32:24,19.2,1005.0,820.0,54.0,37.9
2023-01-20/15:32:25,19.2,1005.0,820.0,58.0,37.6
2023-01-20/15:32:26,19.2,1005.0,820.0,58.0,37.5
2023-01-20/15:32:27,19.2,1005.0,818.0,44.0,37.5
2023-01-20/15:32:28,19.2,1005.0,818.0,44.0,37.6
2023-01-20/15:32:29,19.2,1005.0,818.0,51.0,37.6
2023-01-20/15:32:30,19.2,1005.0,818.0,51.0,37.5
2023-01-20/15:32:31,19.2,1005.0,818.0,58.0,37.5
2023-01-20/15:32:33,19.2,1005.0,818.0,58.0,37.5
2023-01-20/15:32:34,19.2,1005.0,818.0,55.0,37.5
2023-01-20/15:32:35,19.2,1005.0,818.0,55.0,37.5
2023-01-20/15:32:36,19.2,1005.0,818.0,51.0,37.5
2023-01-20/15:32:37,19.2,1005.0,818.0,51.0,37.5
2023-01-20/15:32:38,19.2,1005.0,818.0,54.0,37.5
2023-01-20/15:32:39,19.2,1005.0,818.0,54.0,37.5
2023-01-20/15:32:40,19.2,1005.0,818.0,50.0,37.5
2023-01-20/15:32:41,19.2,1005.0,818.0,50.0,37.5
2023-01-20/15:32:48,19.2,1005.0,815.0,44.0,37.2
