time,tempce,luftfeucht,co2,laut,hell
2022-01-06/18:11:31,23.41,997.4,1430.0,24.048,209.7
2022-01-06/18:11:32,23.41,997.4,1430.0,24.048,210.6
2022-01-06/18:11:33,23.41,997.4,1430.0,24.048,210.6
2022-01-06/18:11:34,23.41,997.4,1430.0,24.048,210.6
2022-01-06/18:11:35,23.41,997.4,1430.0,23.688,210.6
2022-01-06/18:11:36,23.41,997.4,1430.0,23.688,210.6
2022-01-06/18:11:38,23.41,997.4,1430.0,23.688,210.6
2022-01-06/18:11:39,23.41,997.4,1430.0,23.688,210.6
2022-01-06/18:11:40,23.41,997.4,1430.0,23.688,210.6
2022-01-06/18:11:41,23.41,997.4,1430.0,24.048,210.6
2022-01-06/18:11:42,23.41,997.4,1430.0,24.048,210.6
2022-01-06/18:11:43,23.41,997.4,1430.0,24.048,210.6
2022-01-06/18:11:45,23.41,997.4,1430.0,24.048,210.6
2022-01-06/18:11:46,23.41,997.4,1430.0,24.048,210.6
2022-01-06/18:11:47,23.4,997.4,1427.0,23.76,210.6
2022-01-06/18:11:48,23.4,997.4,1427.0,23.76,210.6
2022-01-06/18:11:49,23.4,997.4,1427.0,23.76,210.7
2022-01-06/18:11:51,23.4,997.4,1427.0,23.76,210.8
2022-01-06/18:11:52,23.4,997.4,1427.0,23.76,210.6
2022-01-06/18:11:53,23.4,997.4,1427.0,23.952,210.6
2022-01-06/18:11:54,23.4,997.4,1427.0,23.952,210.9
2022-01-06/18:11:55,23.4,997.4,1427.0,23.952,210.7
2022-01-06/18:11:56,23.4,997.4,1427.0,23.952,210.6
2022-01-06/18:11:58,23.4,997.4,1427.0,23.952,210.0
2022-01-06/18:11:59,23.4,997.4,1427.0,23.808,209.8
2022-01-06/18:12:00,23.4,997.4,1427.0,23.808,209.9
2022-01-06/18:12:01,23.4,997.4,1427.0,23.808,209.8
