time,tempce,luftfeucht,co2,laut,hell
2022-01-08/14:18:49,25,51.0,669.0,50.0,400
2022-01-08/14:18:50,25,51.0,669.0,50.0,400
2022-01-08/14:18:52,25,51.0,669.0,50.0,400
2022-01-08/14:18:53,25,51.0,669.0,50.0,400
2022-01-08/14:18:54,25,51.0,669.0,50.0,400
2022-01-08/14:18:56,25,51.0,669.0,50.0,400
2022-01-08/14:18:57,25,51.0,669.0,50.0,400
2022-01-08/14:18:58,25,51.0,669.0,50.0,400
2022-01-08/14:19:00,25,51.0,669.0,50.0,400
2022-01-08/14:19:01,25,51.0,669.0,50.0,400
2022-01-08/14:19:02,25,51.0,669.0,50.0,400
2022-01-08/14:19:04,25,51.0,669.0,50.0,400
