time,tempce,luftfeucht,co2,laut,hell
2022-01-06/18:59:15,23.93,997.7,1568.0,22.92,216.9
2022-01-06/18:59:16,23.93,997.7,1568.0,22.92,217.8
2022-01-06/18:59:17,23.93,997.7,1568.0,22.92,217.8
2022-01-06/18:59:19,23.93,997.7,1568.0,22.92,217.8
2022-01-06/18:59:20,23.93,997.7,1568.0,22.656,217.8
2022-01-06/18:59:21,23.93,997.7,1568.0,22.656,217.8
2022-01-06/18:59:22,23.93,997.7,1568.0,22.656,217.8
2022-01-06/18:59:23,23.93,997.7,1568.0,22.656,217.8
2022-01-06/18:59:24,23.93,997.7,1568.0,22.656,217.8
2022-01-06/18:59:26,23.93,997.7,1568.0,22.752,217.8
2022-01-06/18:59:27,23.93,997.7,1568.0,22.752,217.8
2022-01-06/18:59:28,23.93,997.7,1568.0,22.752,217.8
2022-01-06/18:59:29,23.93,997.7,1568.0,22.752,217.8
2022-01-06/18:59:30,23.93,997.7,1568.0,22.752,217.9
2022-01-06/18:59:31,23.91,997.7,1537.0,22.104,217.9
2022-01-06/18:59:33,23.91,997.7,1537.0,22.104,217.8
2022-01-06/18:59:34,23.91,997.7,1537.0,22.104,217.8
2022-01-06/18:59:35,23.91,997.7,1537.0,22.104,217.6
