time,tempce,luftdruck,co2,laut,hell
2022-10-06/13:04:45,23.9,1017.0,1253.0,64.0,398.3
2022-10-06/13:04:47,23.9,1017.0,1253.0,63.0,399.2
2022-10-06/13:04:48,23.9,1017.0,1253.0,63.0,399.2
2022-10-06/13:04:49,23.9,1017.0,1254.0,57.0,395.6
2022-10-06/13:04:50,23.9,1017.0,1254.0,57.0,396.5
2022-10-06/13:04:51,23.9,1017.0,1254.0,54.0,396.7
2022-10-06/13:04:52,23.9,1017.0,1254.0,54.0,397.4
2022-10-06/13:04:53,23.9,1017.0,1254.0,61.0,398.3
2022-10-06/13:04:54,23.9,1017.0,1254.0,61.0,399.1
2022-10-06/13:04:55,23.9,1017.0,1254.0,61.0,400.0
2022-10-06/13:04:56,23.9,1017.0,1254.0,61.0,400.8
2022-10-06/13:04:58,23.9,1017.0,1254.0,61.0,405.0
2022-10-06/13:04:59,23.9,1017.0,1254.0,61.0,404.8
2022-10-06/13:05:00,23.9,1017.0,1254.0,63.0,404.6
2022-10-06/13:05:01,23.9,1017.0,1254.0,63.0,404.8
2022-10-06/13:05:02,23.9,1017.0,1254.0,61.0,405.0
2022-10-06/13:05:03,23.9,1017.0,1254.0,61.0,404.7
2022-10-06/13:05:04,24.0,1017.0,1245.0,52.0,401.5
2022-10-06/13:05:05,24.0,1017.0,1245.0,52.0,389.4
2022-10-06/13:05:06,24.0,1017.0,1245.0,59.0,359.4
2022-10-06/13:05:07,24.0,1017.0,1245.0,59.0,366.9
2022-10-06/13:05:08,24.0,1017.0,1245.0,63.0,393.1
2022-10-06/13:05:10,24.0,1017.0,1245.0,63.0,393.6
2022-10-06/13:05:11,24.0,1017.0,1245.0,62.0,355.9
2022-10-06/13:05:12,24.0,1017.0,1245.0,62.0,329.1
2022-10-06/13:05:13,24.0,1017.0,1245.0,62.0,295.6
