time,tempce,luftfeucht,co2,laut,hell
2022-01-09/12:21:48,22.41,975.2999,1406.0,346.656,177.3
2022-01-09/12:21:49,22.41,975.2999,1406.0,346.656,177.3
2022-01-09/12:21:51,22.43,975.4,1407.0,323.472,177.6
2022-01-09/12:21:52,22.43,975.4,1407.0,323.472,178.2
2022-01-09/12:21:53,22.43,975.4,1407.0,323.472,178.2
2022-01-09/12:21:54,22.43,975.4,1407.0,323.472,178.2
2022-01-09/12:21:55,22.43,975.4,1407.0,323.472,177.7
2022-01-09/12:21:56,22.43,975.4,1407.0,325.416,177.6
2022-01-09/12:21:58,22.43,975.4,1407.0,325.416,177.3
2022-01-09/12:21:59,22.43,975.4,1407.0,325.416,177.3
2022-01-09/12:22:00,22.43,975.4,1407.0,325.416,177.3
2022-01-09/12:22:01,22.43,975.4,1407.0,325.416,177.3
2022-01-09/12:22:02,22.43,975.4,1407.0,320.496,177.3
2022-01-09/12:22:03,22.43,975.4,1407.0,320.496,177.3
2022-01-09/12:22:05,22.43,975.4,1407.0,320.496,177.3
2022-01-09/12:22:06,22.43,975.4,1407.0,320.496,177.3
2022-01-09/12:22:07,22.43,975.4,1407.0,320.496,176.9
2022-01-09/12:22:08,22.43,975.4,1415.0,325.224,176.6
2022-01-09/12:22:09,22.43,975.4,1415.0,325.224,176.4
2022-01-09/12:22:11,22.43,975.4,1415.0,325.224,176.4
2022-01-09/12:22:12,22.43,975.4,1415.0,325.224,176.4
2022-01-09/12:22:13,22.43,975.4,1415.0,325.224,176.4
2022-01-09/12:22:14,22.43,975.4,1415.0,330.48,176.4
2022-01-09/12:22:15,22.43,975.4,1415.0,330.48,176.4
2022-01-09/12:22:16,22.43,975.4,1415.0,330.48,175.8
2022-01-09/12:22:18,22.43,975.4,1415.0,330.48,176.3
2022-01-09/12:22:19,22.43,975.4,1415.0,330.48,176.4
2022-01-09/12:22:20,22.45,975.4,1425.0,332.904,176.0
2022-01-09/12:22:21,22.45,975.4,1425.0,332.904,175.5
2022-01-09/12:22:22,22.45,975.4,1425.0,332.904,175.5
2022-01-09/12:22:23,22.45,975.4,1425.0,332.904,175.5
2022-01-09/12:22:25,22.45,975.4,1425.0,332.904,175.5
2022-01-09/12:22:26,22.45,975.4,1425.0,322.656,175.5
2022-01-09/12:22:27,22.45,975.4,1425.0,322.656,175.5
2022-01-09/12:22:28,22.45,975.4,1425.0,322.656,175.3
2022-01-09/12:22:29,22.45,975.4,1425.0,322.656,174.7
2022-01-09/12:22:31,22.45,975.4,1425.0,322.656,174.6
2022-01-09/12:22:32,22.45,975.4,1425.0,323.064,174.6
2022-01-09/12:22:33,22.45,975.4,1425.0,323.064,174.6
2022-01-09/12:22:34,22.45,975.4,1425.0,323.064,174.4
2022-01-09/12:22:35,22.45,975.4,1425.0,323.064,173.8
2022-01-09/12:22:36,22.45,975.4,1425.0,323.064,174.4
2022-01-09/12:22:38,22.43,975.4,1437.0,318.624,173.8
2022-01-09/12:22:39,22.43,975.4,1437.0,318.624,173.9
2022-01-09/12:22:40,22.43,975.4,1437.0,318.624,174.6
2022-01-09/12:22:41,22.43,975.4,1437.0,318.624,173.9
2022-01-09/12:22:42,22.43,975.4,1437.0,318.624,159.9
2022-01-09/12:22:43,22.43,975.4,1437.0,325.584,171.4
2022-01-09/12:22:45,22.43,975.4,1437.0,325.584,171.2
2022-01-09/12:22:46,22.43,975.4,1437.0,325.584,170.8
2022-01-09/12:22:47,22.43,975.4,1437.0,325.584,158.5
2022-01-09/12:22:48,22.43,975.4,1437.0,325.584,150.4
2022-01-09/12:22:49,22.43,975.4,1437.0,313.704,171.2
2022-01-09/12:22:51,22.43,975.4,1437.0,313.704,172.3
2022-01-09/12:22:52,22.43,975.4,1437.0,313.704,172.1
2022-01-09/12:22:53,22.43,975.4,1437.0,313.704,171.9
2022-01-09/12:22:54,22.43,975.4,1437.0,313.704,171.9
2022-01-09/12:22:55,22.47,975.4,1444.0,335.376,171.9
2022-01-09/12:22:56,22.47,975.4,1444.0,335.376,171.7
2022-01-09/12:22:58,22.47,975.4,1444.0,335.376,171.3
2022-01-09/12:22:59,22.47,975.4,1444.0,335.376,166.9
2022-01-09/12:23:00,22.47,975.4,1444.0,335.376,166.9
2022-01-09/12:23:01,22.47,975.4,1444.0,329.544,171.3
2022-01-09/12:23:02,22.47,975.4,1444.0,329.544,172.0
2022-01-09/12:23:03,22.47,975.4,1444.0,329.544,171.9
2022-01-09/12:23:05,22.47,975.4,1444.0,329.544,171.9
2022-01-09/12:23:06,22.47,975.4,1444.0,329.544,171.9
2022-01-09/12:23:07,22.47,975.4,1442.0,330.96,171.6
2022-01-09/12:23:08,22.47,975.4,1442.0,330.96,171.0
2022-01-09/12:23:09,22.47,975.4,1442.0,330.96,171.0
2022-01-09/12:23:11,22.47,975.4,1442.0,330.96,171.0
2022-01-09/12:23:12,22.47,975.4,1442.0,330.96,171.0
2022-01-09/12:23:13,22.47,975.4,1442.0,324.528,171.0
2022-01-09/12:23:14,22.47,975.4,1442.0,324.528,170.6
2022-01-09/12:23:15,22.47,975.4,1442.0,324.528,170.1
2022-01-09/12:23:16,22.47,975.4,1442.0,324.528,170.1
2022-01-09/12:23:18,22.47,975.4,1442.0,324.528,170.1
2022-01-09/12:23:19,22.47,975.4,1442.0,325.152,170.0
2022-01-09/12:23:20,22.47,975.4,1442.0,325.152,169.4
2022-01-09/12:23:21,22.47,975.4,1442.0,325.152,169.2
2022-01-09/12:23:22,22.47,975.4,1442.0,325.152,169.2
2022-01-09/12:23:24,22.47,975.4,1442.0,325.152,169.2
2022-01-09/12:23:25,22.51,975.2999,1452.0,330.936,169.2
2022-01-09/12:23:26,22.51,975.2999,1452.0,330.936,169.2
2022-01-09/12:23:27,22.51,975.2999,1452.0,330.936,169.2
2022-01-09/12:23:28,22.51,975.2999,1452.0,330.936,169.2
2022-01-09/12:23:29,22.51,975.2999,1452.0,330.936,168.9
2022-01-09/12:23:31,22.51,975.2999,1452.0,326.928,169.2
2022-01-09/12:23:32,22.51,975.2999,1452.0,326.928,169.3
2022-01-09/12:23:33,22.51,975.2999,1452.0,326.928,169.9
2022-01-09/12:23:34,22.51,975.2999,1452.0,326.928,169.7
2022-01-09/12:23:35,22.51,975.2999,1452.0,326.928,168.8
2022-01-09/12:23:36,22.5,975.2999,1471.0,325.272,168.4
2022-01-09/12:23:38,22.5,975.2999,1471.0,325.272,168.3
2022-01-09/12:23:39,22.5,975.2999,1471.0,325.272,168.3
2022-01-09/12:23:40,22.5,975.2999,1471.0,325.272,168.3
2022-01-09/12:23:41,22.5,975.2999,1471.0,325.272,167.9
2022-01-09/12:23:42,22.5,975.2999,1471.0,325.368,167.4
2022-01-09/12:23:44,22.5,975.2999,1471.0,325.368,167.4
2022-01-09/12:23:45,22.5,975.2999,1471.0,325.368,167.4
2022-01-09/12:23:46,22.5,975.2999,1471.0,325.368,167.4
2022-01-09/12:23:47,22.5,975.2999,1471.0,325.368,167.4
2022-01-09/12:23:48,22.5,975.2999,1471.0,326.112,167.4
2022-01-09/12:23:49,22.5,975.2999,1471.0,326.112,166.7
2022-01-09/12:23:51,22.5,975.2999,1471.0,326.112,166.5
2022-01-09/12:23:52,22.5,975.2999,1471.0,326.112,166.5
2022-01-09/12:23:53,22.5,975.2999,1471.0,326.112,166.5
2022-01-09/12:23:54,22.51,975.4,1487.0,322.752,166.5
2022-01-09/12:23:55,22.51,975.4,1487.0,322.752,166.4
2022-01-09/12:23:56,22.51,975.4,1487.0,322.752,165.6
2022-01-09/12:23:58,22.51,975.4,1487.0,322.752,166.1
2022-01-09/12:23:59,22.51,975.4,1487.0,322.752,165.6
2022-01-09/12:24:00,22.51,975.4,1487.0,329.76,165.6
2022-01-09/12:24:01,22.51,975.4,1487.0,329.76,165.6
2022-01-09/12:24:02,22.51,975.4,1487.0,329.76,165.6
2022-01-09/12:24:04,22.51,975.4,1487.0,329.76,165.6
2022-01-09/12:24:05,22.51,975.4,1487.0,329.76,165.6
2022-01-09/12:24:06,22.54,975.4,1495.0,326.712,165.6
2022-01-09/12:24:07,22.54,975.4,1495.0,326.712,165.6
2022-01-09/12:24:08,22.54,975.4,1495.0,326.712,164.8
2022-01-09/12:24:09,22.54,975.4,1495.0,326.712,164.7
2022-01-09/12:24:11,22.54,975.4,1495.0,326.712,164.7
2022-01-09/12:24:12,22.54,975.4,1495.0,322.536,164.7
2022-01-09/12:24:13,22.54,975.4,1495.0,322.536,164.7
2022-01-09/12:24:14,22.54,975.4,1495.0,322.536,164.7
2022-01-09/12:24:15,22.54,975.4,1495.0,322.536,164.7
2022-01-09/12:24:17,22.54,975.4,1495.0,322.536,164.6
2022-01-09/12:24:18,22.54,975.4,1495.0,322.464,164.7
2022-01-09/12:24:19,22.54,975.4,1495.0,322.464,163.9
2022-01-09/12:24:20,22.54,975.4,1495.0,322.464,163.8
2022-01-09/12:24:21,22.54,975.4,1495.0,322.464,163.8
2022-01-09/12:24:22,22.54,975.4,1495.0,322.464,163.8
2022-01-09/12:24:24,22.55,975.4,1503.0,328.32,163.8
2022-01-09/12:24:25,22.55,975.4,1503.0,328.32,163.8
2022-01-09/12:24:26,22.55,975.4,1503.0,328.32,163.8
2022-01-09/12:24:27,22.55,975.4,1503.0,328.32,163.8
2022-01-09/12:24:28,22.55,975.4,1503.0,328.32,163.6
2022-01-09/12:24:29,22.55,975.4,1503.0,327.504,163.6
2022-01-09/12:24:31,22.55,975.4,1503.0,327.504,163.7
2022-01-09/12:24:32,22.55,975.4,1503.0,327.504,162.9
2022-01-09/12:24:33,22.55,975.4,1503.0,327.504,162.9
2022-01-09/12:24:34,22.55,975.4,1503.0,327.504,162.0
