time,tempce,luftfeucht,co2,laut,hell
2022-01-08/14:55:10,25,51.0,669.0,50.0,400
2022-01-08/14:55:11,25,51.0,669.0,50.0,400
2022-01-08/14:55:12,25,51.0,669.0,50.0,400
2022-01-08/14:55:14,25,51.0,669.0,50.0,400
2022-01-08/14:55:15,25,51.0,669.0,50.0,400
2022-01-08/14:55:16,25,51.0,669.0,50.0,400
2022-01-08/14:55:17,25,51.0,669.0,50.0,400
2022-01-08/14:55:19,25,51.0,669.0,50.0,400
2022-01-08/14:55:20,25,51.0,669.0,50.0,400
2022-01-08/14:55:21,25,51.0,669.0,50.0,400
2022-01-08/14:55:22,25,51.0,669.0,50.0,400
2022-01-08/14:55:23,25,51.0,669.0,50.0,400
2022-01-08/14:55:25,25,51.0,669.0,50.0,400
2022-01-08/14:55:26,25,51.0,669.0,50.0,400
2022-01-08/14:55:27,25,51.0,669.0,50.0,400
2022-01-08/14:55:28,25,51.0,669.0,50.0,400
2022-01-08/14:55:29,25,51.0,669.0,50.0,400
2022-01-08/14:55:30,25,51.0,669.0,50.0,400
2022-01-08/14:55:31,25,51.0,669.0,50.0,400
2022-01-08/14:55:32,25,51.0,669.0,50.0,400
2022-01-08/14:55:33,25,51.0,669.0,50.0,400
2022-01-08/14:55:34,25,51.0,669.0,50.0,400
2022-01-08/14:55:36,25,51.0,669.0,50.0,400
2022-01-08/14:55:37,25,51.0,669.0,50.0,400
2022-01-08/14:55:38,25,51.0,669.0,50.0,400
2022-01-08/14:55:39,25,51.0,669.0,50.0,400
2022-01-08/14:55:40,25,51.0,669.0,50.0,400
2022-01-08/14:55:42,25,51.0,669.0,50.0,400
2022-01-08/14:55:43,25,51.0,669.0,50.0,400
2022-01-08/14:55:44,25,51.0,669.0,50.0,400
2022-01-08/14:55:45,25,51.0,669.0,50.0,400
