time,tempce,luftdruck,co2,laut,hell
2022-10-06/13:17:11,24.0,1017.0,1288.0,62.0,393.9
2022-10-06/13:17:12,24.0,1017.0,1288.0,62.0,393.3
2022-10-06/13:17:13,24.0,1017.0,1288.0,61.0,393.8
2022-10-06/13:17:14,24.0,1017.0,1288.0,61.0,395.3
2022-10-06/13:17:16,24.0,1017.0,1288.0,62.0,395.8
2022-10-06/13:17:17,24.0,1017.0,1288.0,62.0,396.7
2022-10-06/13:17:18,24.0,1017.0,1288.0,63.0,398.2
2022-10-06/13:17:19,24.0,1017.0,1288.0,63.0,399.3
2022-10-06/13:17:20,24.0,1017.0,1295.0,53.0,400.5
2022-10-06/13:17:21,24.0,1017.0,1295.0,53.0,400.4
2022-10-06/13:17:22,24.0,1017.0,1295.0,63.0,397.3
2022-10-06/13:17:23,24.0,1017.0,1295.0,63.0,392.9
2022-10-06/13:17:24,24.0,1017.0,1295.0,60.0,394.2
