time,tempce,luftfeucht,co2,laut,hell
2022-01-06/17:33:08,23.07,997.3,1115.0,23.832,210.4
2022-01-06/17:33:09,23.07,997.3,1115.0,23.76,211.3
2022-01-06/17:33:10,23.07,997.3,1115.0,23.76,211.5
2022-01-06/17:33:11,23.07,997.3,1115.0,23.76,211.5
2022-01-06/17:33:12,23.07,997.3,1115.0,23.76,211.5
2022-01-06/17:33:13,23.07,997.3,1115.0,23.76,211.5
2022-01-06/17:33:15,23.08,997.2,1112.0,24.336,211.1
2022-01-06/17:33:16,23.08,997.2,1112.0,24.336,210.6
2022-01-06/17:33:17,23.08,997.2,1112.0,24.336,210.6
2022-01-06/17:33:18,23.08,997.2,1112.0,24.336,210.6
2022-01-06/17:33:19,23.08,997.2,1112.0,24.336,210.6
2022-01-06/17:33:21,23.08,997.2,1112.0,23.808,210.6
2022-01-06/17:33:22,23.08,997.2,1112.0,23.808,210.7
2022-01-06/17:33:23,23.08,997.2,1112.0,23.808,210.6
2022-01-06/17:33:24,23.08,997.2,1112.0,23.808,210.7
2022-01-06/17:33:25,23.08,997.2,1112.0,23.808,211.0
2022-01-06/17:33:26,23.08,997.2,1112.0,24.024,211.5
