time,tempce,luftdruck,co2,laut,hell
2022-10-02/00:03:17,23.6,999.0,2219.0,66.0,19.7
2022-10-02/00:03:18,23.6,999.0,2219.0,65.0,19.9
2022-10-02/00:03:19,23.6,999.0,2219.0,65.0,19.4
2022-10-02/00:03:20,23.6,999.0,2219.0,65.0,19.2
2022-10-02/00:03:21,23.6,999.0,2219.0,65.0,19.2
2022-10-02/00:03:22,23.6,999.0,2219.0,65.0,19.5
2022-10-02/00:03:23,23.6,999.0,2219.0,65.0,20.0
2022-10-02/00:03:24,23.6,999.0,2212.0,57.0,20.0
2022-10-02/00:03:25,23.6,999.0,2212.0,57.0,20.0
2022-10-02/00:03:26,23.6,999.0,2212.0,65.0,18.4
2022-10-02/00:03:27,23.6,999.0,2212.0,65.0,18.4
2022-10-02/00:03:28,23.6,999.0,2212.0,65.0,19.2
2022-10-02/00:03:30,23.6,999.0,2212.0,65.0,19.2
2022-10-02/00:03:31,23.6,999.0,2212.0,65.0,18.7
2022-10-02/00:03:32,23.6,999.0,2212.0,65.0,19.9
2022-10-02/00:03:33,23.6,999.0,2212.0,65.0,20.0
2022-10-02/00:03:34,23.6,999.0,2212.0,65.0,20.1
2022-10-02/00:03:35,23.6,999.0,2212.0,65.0,20.4
2022-10-02/00:03:36,23.6,999.0,2212.0,65.0,19.4
2022-10-02/00:03:37,23.6,999.0,2212.0,62.0,18.5
2022-10-02/00:03:38,23.6,999.0,2212.0,62.0,19.1
2022-10-02/00:03:39,23.6,999.0,2210.0,55.0,19.4
2022-10-02/00:03:40,23.6,999.0,2210.0,55.0,18.0
2022-10-02/00:03:42,23.6,999.0,2210.0,62.0,18.7
2022-10-02/00:03:43,23.6,999.0,2210.0,62.0,18.8
2022-10-02/00:03:44,23.6,999.0,2210.0,65.0,19.8
2022-10-02/00:03:45,23.6,999.0,2210.0,65.0,19.2
2022-10-02/00:03:46,23.6,999.0,2210.0,65.0,17.7
2022-10-02/00:03:47,23.6,999.0,2210.0,65.0,18.3
2022-10-02/00:03:48,23.6,999.0,2210.0,65.0,18.4
2022-10-02/00:03:49,23.6,999.0,2210.0,65.0,19.2
2022-10-02/00:03:50,23.6,999.0,2210.0,65.0,19.2
2022-10-02/00:03:51,23.6,999.0,2210.0,65.0,19.2
2022-10-02/00:03:53,23.6,999.0,2210.0,64.0,19.2
2022-10-02/00:03:54,23.6,999.0,2210.0,64.0,19.2
2022-10-02/00:03:55,23.6,999.0,2215.0,58.0,19.0
2022-10-02/00:03:56,23.6,999.0,2215.0,58.0,18.3
2022-10-02/00:03:57,23.6,999.0,2215.0,65.0,18.1
2022-10-02/00:03:58,23.6,999.0,2215.0,65.0,19.3
2022-10-02/00:03:59,23.6,999.0,2215.0,65.0,20.0
2022-10-02/00:04:00,23.6,999.0,2215.0,65.0,19.5
2022-10-02/00:04:01,23.6,999.0,2215.0,65.0,19.2
2022-10-02/00:04:02,23.6,999.0,2215.0,65.0,19.2
2022-10-02/00:04:03,23.6,999.0,2215.0,65.0,19.8
2022-10-02/00:04:05,23.6,999.0,2215.0,65.0,20.0
2022-10-02/00:04:06,23.6,999.0,2215.0,65.0,20.0
2022-10-02/00:04:07,23.6,999.0,2215.0,65.0,20.0
2022-10-02/00:04:08,23.6,999.0,2221.0,63.0,20.2
2022-10-02/00:04:09,23.6,999.0,2221.0,63.0,20.8
2022-10-02/00:04:10,23.6,999.0,2221.0,59.0,20.8
2022-10-02/00:04:11,23.6,999.0,2221.0,59.0,20.8
2022-10-02/00:04:12,23.6,999.0,2221.0,65.0,20.8
2022-10-02/00:04:13,23.6,999.0,2221.0,65.0,20.8
2022-10-02/00:04:14,23.6,999.0,2221.0,65.0,20.8
2022-10-02/00:04:16,23.6,999.0,2221.0,65.0,20.5
2022-10-02/00:04:17,23.6,999.0,2221.0,65.0,20.4
2022-10-02/00:04:18,23.6,999.0,2221.0,65.0,20.6
2022-10-02/00:04:19,23.6,999.0,2221.0,65.0,19.6
2022-10-02/00:04:20,23.6,999.0,2221.0,65.0,20.0
2022-10-02/00:04:21,23.6,999.0,2221.0,65.0,20.0
2022-10-02/00:04:22,23.6,999.0,2221.0,65.0,20.0
2022-10-02/00:04:23,23.6,999.0,2215.0,56.0,20.0
2022-10-02/00:04:24,23.6,999.0,2215.0,56.0,20.0
