time,tempce,luftfeucht,co2,laut,hell
2022-01-09/12:52:15,23.34,975.7999,1846.0,20.616,101.4
2022-01-09/12:52:16,23.34,975.7999,1846.0,20.616,100.4
2022-01-09/12:52:18,23.34,975.7999,1846.0,20.616,100.4
2022-01-09/12:52:19,23.34,975.7999,1846.0,20.616,101.1
2022-01-09/12:52:20,23.37,975.7,1858.0,20.304,99.60001
2022-01-09/12:52:21,23.37,975.7,1858.0,20.304,99.7
2022-01-09/12:52:22,23.37,975.7,1858.0,20.304,101.3
2022-01-09/12:52:23,23.37,975.7,1858.0,20.304,99.6
2022-01-09/12:52:25,23.37,975.7,1858.0,20.304,100.0
2022-01-09/12:52:26,23.37,975.7,1858.0,20.256,99.60002
2022-01-09/12:52:27,23.37,975.7,1858.0,20.256,99.10001
2022-01-09/12:52:28,23.37,975.7,1858.0,20.256,99.00001
2022-01-09/12:52:29,23.37,975.7,1858.0,20.256,99.00001
2022-01-09/12:52:31,23.37,975.7,1858.0,20.256,99.00001
2022-01-09/12:52:32,23.37,975.7,1858.0,20.352,98.8
2022-01-09/12:52:33,23.37,975.7,1858.0,20.352,98.2
2022-01-09/12:52:34,23.37,975.7,1858.0,20.352,98.49999
2022-01-09/12:52:35,23.37,975.7,1858.0,20.352,98.70001
2022-01-09/12:52:36,23.37,975.7,1858.0,20.352,99.10001
2022-01-09/12:52:38,23.37,975.7,1867.0,19.776,102.0
2022-01-09/12:52:39,23.37,975.7,1867.0,19.776,99.70001
2022-01-09/12:52:40,23.37,975.7,1867.0,19.776,99.20001
2022-01-09/12:52:41,23.37,975.7,1867.0,19.776,99.20001
2022-01-09/12:52:42,23.37,975.7,1867.0,19.776,99.9
2022-01-09/12:52:44,23.37,975.7,1867.0,20.616,99.90001
2022-01-09/12:52:45,23.37,975.7,1867.0,20.616,99.60001
2022-01-09/12:52:46,23.37,975.7,1867.0,20.616,99.3
2022-01-09/12:52:47,23.37,975.7,1867.0,20.616,99.00001
2022-01-09/12:52:48,23.37,975.7,1867.0,20.616,100.8
2022-01-09/12:52:49,23.4,975.7999,1872.0,21.12,103.5
2022-01-09/12:52:51,23.4,975.7999,1872.0,21.12,104.2
2022-01-09/12:52:52,23.4,975.7999,1872.0,21.12,103.5
2022-01-09/12:52:53,23.4,975.7999,1872.0,21.12,103.7
2022-01-09/12:52:54,23.4,975.7999,1872.0,21.12,102.8
2022-01-09/12:52:55,23.4,975.7999,1872.0,19.728,103.4
2022-01-09/12:52:56,23.4,975.7999,1872.0,19.728,102.0
2022-01-09/12:52:58,23.4,975.7999,1872.0,19.728,101.6
2022-01-09/12:52:59,23.4,975.7999,1872.0,19.728,99.60002
2022-01-09/12:53:00,23.4,975.7999,1872.0,19.728,99.00001
2022-01-09/12:53:01,23.4,975.7999,1872.0,20.136,99.00001
2022-01-09/12:53:02,23.4,975.7999,1872.0,20.136,99.00001
2022-01-09/12:53:04,23.4,975.7999,1872.0,20.136,99.00001
2022-01-09/12:53:05,23.4,975.7999,1872.0,20.136,99.00001
2022-01-09/12:53:06,23.4,975.7999,1872.0,20.136,99.40001
2022-01-09/12:53:07,23.4,975.7999,1883.0,19.944,99.90001
2022-01-09/12:53:08,23.4,975.7999,1883.0,19.944,101.7
2022-01-09/12:53:09,23.4,975.7999,1883.0,19.944,103.1
2022-01-09/12:53:11,23.4,975.7999,1883.0,19.944,102.5
2022-01-09/12:53:12,23.4,975.7999,1883.0,19.944,102.3
2022-01-09/12:53:13,23.4,975.7999,1883.0,19.992,101.4
2022-01-09/12:53:14,23.4,975.7999,1883.0,19.992,99.6
2022-01-09/12:53:15,23.4,975.7999,1883.0,19.992,102.9
2022-01-09/12:53:17,23.4,975.7999,1883.0,19.992,102.0
2022-01-09/12:53:18,23.4,975.7999,1883.0,19.992,103.8
2022-01-09/12:53:19,23.4,975.7999,1883.0,20.112,104.0
2022-01-09/12:53:20,23.4,975.7999,1883.0,20.112,103.5
2022-01-09/12:53:21,23.4,975.7999,1883.0,20.112,95.5
2022-01-09/12:53:22,23.4,975.7999,1883.0,20.112,93.30001
2022-01-09/12:53:24,23.4,975.7999,1883.0,20.112,93.60001
2022-01-09/12:53:25,23.43,975.7999,1889.0,20.424,97.2
