time,tempce,luftdruck,co2,laut,hell
2022-08-18/20:39:00,27.5,987.0,1835.0,65.0,152.4
2022-08-18/20:39:02,27.5,987.0,1835.0,63.0,152.5
2022-08-18/20:39:03,27.5,987.0,1835.0,63.0,152.5
2022-08-18/20:39:04,27.5,987.0,1835.0,65.0,152.7
2022-08-18/20:39:05,27.5,987.0,1835.0,65.0,152.5
2022-08-18/20:39:06,27.6,987.0,1858.0,56.0,153.1
2022-08-18/20:39:07,27.6,987.0,1858.0,56.0,155.8
2022-08-18/20:39:08,27.6,987.0,1858.0,65.0,155.8
2022-08-18/20:39:09,27.6,987.0,1858.0,65.0,155.8
2022-08-18/20:39:10,27.6,987.0,1858.0,64.0,155.8
2022-08-18/20:39:11,27.6,987.0,1858.0,64.0,155.8
2022-08-18/20:39:13,27.6,987.0,1858.0,65.0,155.5
2022-08-18/20:39:14,27.6,987.0,1858.0,65.0,152.5
2022-08-18/20:39:15,27.6,987.0,1858.0,64.0,152.6
2022-08-18/20:39:16,27.6,987.0,1858.0,64.0,153.0
2022-08-18/20:39:17,27.6,987.0,1858.0,64.0,152.5
2022-08-18/20:39:18,27.6,987.0,1858.0,64.0,152.5
2022-08-18/20:39:19,27.6,987.0,1858.0,64.0,153.0
2022-08-18/20:39:20,27.6,987.0,1858.0,64.0,153.1
2022-08-18/20:39:21,27.6,987.0,1871.0,55.0,153.1
2022-08-18/20:39:22,27.6,987.0,1871.0,55.0,153.3
2022-08-18/20:39:23,27.6,987.0,1871.0,64.0,153.3
2022-08-18/20:39:25,27.6,987.0,1871.0,64.0,153.3
2022-08-18/20:39:26,27.6,987.0,1871.0,65.0,153.3
2022-08-18/20:39:27,27.6,987.0,1871.0,65.0,153.1
2022-08-18/20:39:28,27.6,987.0,1871.0,65.0,152.7
2022-08-18/20:39:29,27.6,987.0,1871.0,65.0,153.0
2022-08-18/20:39:30,27.6,987.0,1871.0,64.0,153.3
2022-08-18/20:39:31,27.6,987.0,1871.0,64.0,153.3
2022-08-18/20:39:32,27.6,987.0,1871.0,65.0,153.3
2022-08-18/20:39:33,27.6,987.0,1871.0,65.0,153.3
2022-08-18/20:39:34,27.6,987.0,1878.0,62.0,153.3
2022-08-18/20:39:36,27.6,987.0,1878.0,62.0,153.3
2022-08-18/20:39:37,27.6,987.0,1878.0,57.0,153.3
2022-08-18/20:39:38,27.6,987.0,1878.0,57.0,153.3
2022-08-18/20:39:39,27.6,987.0,1878.0,64.0,153.3
2022-08-18/20:39:40,27.6,987.0,1878.0,64.0,153.3
2022-08-18/20:39:41,27.6,987.0,1878.0,65.0,153.3
2022-08-18/20:39:42,27.6,987.0,1878.0,65.0,153.3
2022-08-18/20:39:43,27.6,987.0,1878.0,65.0,154.0
2022-08-18/20:39:44,27.6,987.0,1878.0,65.0,154.1
2022-08-18/20:39:45,27.6,987.0,1878.0,65.0,155.0
2022-08-18/20:39:47,27.6,987.0,1878.0,65.0,155.0
2022-08-18/20:39:48,27.6,987.0,1878.0,64.0,155.0
2022-08-18/20:39:49,27.6,987.0,1878.0,64.0,154.5
2022-08-18/20:39:50,27.6,987.0,1888.0,54.0,153.3
2022-08-18/20:39:51,27.6,987.0,1888.0,54.0,153.3
2022-08-18/20:39:52,27.6,987.0,1888.0,65.0,153.3
2022-08-18/20:39:53,27.6,987.0,1888.0,65.0,153.3
2022-08-18/20:39:54,27.6,987.0,1888.0,65.0,153.3
2022-08-18/20:39:55,27.6,987.0,1888.0,65.0,153.3
2022-08-18/20:39:56,27.6,987.0,1888.0,65.0,153.3
2022-08-18/20:39:57,27.6,987.0,1888.0,65.0,153.3
2022-08-18/20:39:59,27.6,987.0,1888.0,65.0,153.4
2022-08-18/20:40:00,27.6,987.0,1888.0,65.0,153.3
2022-08-18/20:40:01,27.6,987.0,1888.0,65.0,153.3
2022-08-18/20:40:02,27.6,987.0,1888.0,65.0,152.5
2022-08-18/20:40:03,27.6,987.0,1888.0,65.0,152.5
2022-08-18/20:40:04,27.6,987.0,1888.0,65.0,152.5
2022-08-18/20:40:05,27.6,987.0,1899.0,54.0,152.5
2022-08-18/20:40:06,27.6,987.0,1899.0,54.0,152.5
2022-08-18/20:40:07,27.6,987.0,1899.0,62.0,152.5
2022-08-18/20:40:08,27.6,987.0,1899.0,62.0,152.5
2022-08-18/20:40:09,27.6,987.0,1899.0,65.0,152.5
2022-08-18/20:40:11,27.6,987.0,1899.0,65.0,152.5
2022-08-18/20:40:12,27.6,987.0,1899.0,65.0,152.7
2022-08-18/20:40:13,27.6,987.0,1899.0,65.0,153.3
2022-08-18/20:40:14,27.6,987.0,1899.0,65.0,152.3
2022-08-18/20:40:15,27.6,987.0,1899.0,65.0,151.7
2022-08-18/20:40:16,27.6,987.0,1899.0,54.0,151.7
2022-08-18/20:40:17,27.6,987.0,1899.0,54.0,151.7
2022-08-18/20:40:18,27.6,987.0,1899.0,61.0,151.9
2022-08-18/20:40:19,27.6,987.0,1899.0,61.0,152.4
2022-08-18/20:40:20,27.6,987.0,1915.0,53.0,152.5
2022-08-18/20:40:22,27.6,987.0,1915.0,53.0,152.5
2022-08-18/20:40:23,27.6,987.0,1915.0,57.0,152.5
2022-08-18/20:40:24,27.6,987.0,1915.0,57.0,152.4
2022-08-18/20:40:25,27.6,987.0,1915.0,63.0,152.5
2022-08-18/20:40:26,27.6,987.0,1915.0,63.0,152.5
2022-08-18/20:40:27,27.6,987.0,1915.0,61.0,152.5
2022-08-18/20:40:28,27.6,987.0,1915.0,61.0,152.5
2022-08-18/20:40:29,27.6,987.0,1915.0,64.0,152.5
2022-08-18/20:40:30,27.6,987.0,1915.0,64.0,152.4
2022-08-18/20:40:31,27.6,987.0,1915.0,47.0,152.3
2022-08-18/20:40:32,27.6,987.0,1915.0,47.0,152.1
2022-08-18/20:40:34,27.6,987.0,1915.0,61.0,152.1
2022-08-18/20:40:35,27.6,987.0,1915.0,61.0,152.0
2022-08-18/20:40:36,27.6,987.0,1925.0,52.0,152.5
2022-08-18/20:40:37,27.6,987.0,1925.0,52.0,152.5
2022-08-18/20:40:38,27.6,987.0,1925.0,64.0,152.8
2022-08-18/20:40:39,27.6,987.0,1925.0,64.0,152.6
2022-08-18/20:40:40,27.6,987.0,1925.0,65.0,152.6
2022-08-18/20:40:41,27.6,987.0,1925.0,65.0,153.3
2022-08-18/20:40:42,27.6,987.0,1925.0,65.0,152.5
2022-08-18/20:40:43,27.6,987.0,1925.0,65.0,152.5
2022-08-18/20:40:45,27.6,987.0,1925.0,65.0,152.5
2022-08-18/20:40:46,27.6,987.0,1925.0,65.0,153.1
2022-08-18/20:40:47,27.6,987.0,1925.0,65.0,153.1
2022-08-18/20:40:48,27.6,987.0,1925.0,65.0,153.4
