time,tempce,luftfeucht,co2,laut,hell
2022-01-06/17:25:26,23.01,997.2,1048.0,23.832,209.7
2022-01-06/17:25:27,23.01,997.2,1048.0,23.976,210.6
2022-01-06/17:25:28,23.01,997.2,1048.0,23.976,210.6
2022-01-06/17:25:29,23.01,997.2,1048.0,23.976,210.6
2022-01-06/17:25:31,23.01,997.2,1048.0,23.976,210.6
2022-01-06/17:25:32,23.01,997.2,1048.0,23.976,210.6
2022-01-06/17:25:33,23.01,997.2,1044.0,23.88,210.6
2022-01-06/17:25:34,23.01,997.2,1044.0,23.88,210.6
2022-01-06/17:25:35,23.01,997.2,1044.0,23.88,210.6
2022-01-06/17:25:36,23.01,997.2,1044.0,23.88,210.6
2022-01-06/17:25:38,23.01,997.2,1044.0,23.88,210.6
2022-01-06/17:25:39,23.01,997.2,1044.0,23.928,210.4
