time,tempce,luftfeucht,co2,laut,hell
2022-01-08/23:38:34,23.31,981.2,2674.0,24.0,225.9
2022-01-08/23:38:35,23.31,981.2,2674.0,24.0,225.9
2022-01-08/23:38:36,23.31,981.2,2674.0,24.0,226.2
2022-01-08/23:38:38,23.31,981.2,2674.0,24.0,226.8
2022-01-08/23:38:39,23.29,981.2,2684.0,328.128,226.8
2022-01-08/23:38:40,23.29,981.2,2684.0,328.128,226.8
2022-01-08/23:38:41,23.29,981.2,2684.0,328.128,226.8
2022-01-08/23:38:42,23.29,981.2,2684.0,328.128,226.9
2022-01-08/23:38:44,23.29,981.2,2684.0,328.128,227.0
2022-01-08/23:38:45,23.29,981.2,2684.0,324.864,226.7
