time,tempce,luftdruck,co2,laut,hell
2022-10-06/12:25:47,23.3,1017.0,1078.0,61.0,226.9
2022-10-06/12:25:48,23.3,1017.0,1078.0,61.0,202.0
2022-10-06/12:25:49,23.3,1017.0,1078.0,62.0,183.0
2022-10-06/12:25:50,23.3,1017.0,1078.0,62.0,178.0
2022-10-06/12:25:51,23.3,1017.0,1080.0,50.0,153.5
2022-10-06/12:25:53,23.3,1017.0,1080.0,50.0,130.8
2022-10-06/12:25:54,23.3,1017.0,1080.0,62.0,109.8
2022-10-06/12:25:55,23.3,1017.0,1080.0,62.0,86.7
2022-10-06/12:25:56,23.3,1017.0,1080.0,62.0,77.9
2022-10-06/12:25:57,23.3,1017.0,1080.0,62.0,77.0
2022-10-06/12:25:58,23.3,1017.0,1080.0,60.0,76.7
2022-10-06/12:25:59,23.3,1017.0,1080.0,60.0,76.1
2022-10-06/12:26:00,23.3,1017.0,1080.0,60.0,75.3
2022-10-06/12:26:01,23.3,1017.0,1080.0,60.0,74.8
