time,tempce,luftdruck,co2,laut,hell
2022-08-18/20:08:09,27.3,987.0,3010.0,53.0,1.7
2022-08-18/20:08:10,27.3,987.0,3010.0,62.0,1.7
2022-08-18/20:08:11,27.3,987.0,3010.0,62.0,1.9
2022-08-18/20:08:12,27.3,987.0,3010.0,63.0,2.4
2022-08-18/20:08:13,27.3,987.0,3010.0,63.0,2.1
2022-08-18/20:08:15,27.3,987.0,3010.0,63.0,3.0
2022-08-18/20:08:16,27.3,987.0,3010.0,63.0,4.4
2022-08-18/20:08:17,27.3,987.0,3010.0,65.0,4.2
2022-08-18/20:08:18,27.3,987.0,3010.0,65.0,4.2
2022-08-18/20:08:19,27.3,987.0,3010.0,63.0,4.3
2022-08-18/20:08:20,27.3,987.0,3010.0,63.0,4.2
2022-08-18/20:08:21,27.3,987.0,3010.0,64.0,3.5
2022-08-18/20:08:22,27.3,987.0,3010.0,64.0,2.5
2022-08-18/20:08:23,27.3,987.0,3006.0,53.0,1.8
2022-08-18/20:08:24,27.3,987.0,3006.0,53.0,1.7
2022-08-18/20:08:25,27.3,987.0,3006.0,65.0,2.3
2022-08-18/20:08:27,27.3,987.0,3006.0,65.0,3.3
2022-08-18/20:08:28,27.3,987.0,3006.0,65.0,4.2
2022-08-18/20:08:29,27.3,987.0,3006.0,65.0,4.2
2022-08-18/20:08:30,27.3,987.0,3006.0,65.0,4.2
2022-08-18/20:08:31,27.3,987.0,3006.0,65.0,4.2
2022-08-18/20:08:32,27.3,987.0,3006.0,62.0,3.3
2022-08-18/20:08:33,27.3,987.0,3006.0,62.0,2.3
2022-08-18/20:08:34,27.3,987.0,3006.0,54.0,2.4
2022-08-18/20:08:35,27.3,987.0,3006.0,54.0,3.2
2022-08-18/20:08:36,27.3,987.0,3006.0,57.0,3.3
