time,tempce,luftdruck,co2,laut,hell
2022-02-22/16:52:07,23.5,993.0,1561.0,66.0,14.2
2022-02-22/16:52:08,23.5,993.0,1561.0,66.0,15.0
2022-02-22/16:52:09,23.5,993.0,1561.0,66.0,15.0
2022-02-22/16:52:10,23.5,993.0,1561.0,66.0,14.8
2022-02-22/16:52:11,23.5,993.0,1561.0,66.0,14.7
2022-02-22/16:52:12,23.5,993.0,1561.0,66.0,15.0
2022-02-22/16:52:13,23.5,993.0,1561.0,66.0,15.0
2022-02-22/16:52:14,23.5,993.0,1561.0,66.0,15.0
2022-02-22/16:52:15,23.5,993.0,1561.0,66.0,15.0
2022-02-22/16:52:16,23.5,993.0,1561.0,66.0,15.0
2022-02-22/16:52:17,23.5,993.0,1561.0,66.0,15.0
2022-02-22/16:52:19,23.5,993.0,1561.0,66.0,15.0
2022-02-22/16:52:20,23.6,993.0,1556.0,57.0,15.0
2022-02-22/16:52:55,23.6,993.0,1556.0,57.0,14.5
