time,tempce,luftfeucht,co2,laut,hell
2022-01-08/14:18:12,25,51.0,669.0,50.0,400
2022-01-08/14:18:14,25,51.0,669.0,50.0,400
2022-01-08/14:18:15,25,51.0,669.0,50.0,400
2022-01-08/14:18:16,25,51.0,669.0,50.0,400
2022-01-08/14:18:18,25,51.0,669.0,50.0,400
2022-01-08/14:18:19,25,51.0,669.0,50.0,400
2022-01-08/14:18:20,25,51.0,669.0,50.0,400
2022-01-08/14:18:22,25,51.0,669.0,50.0,400
2022-01-08/14:18:23,25,51.0,669.0,50.0,400
2022-01-08/14:18:24,25,51.0,669.0,50.0,400
2022-01-08/14:18:26,25,51.0,669.0,50.0,400
2022-01-08/14:18:27,25,51.0,669.0,50.0,400
2022-01-08/14:18:28,25,51.0,669.0,50.0,400
2022-01-08/14:18:30,25,51.0,669.0,50.0,400
2022-01-08/14:18:31,25,51.0,669.0,50.0,400
2022-01-08/14:18:32,25,51.0,669.0,50.0,400
2022-01-08/14:18:34,25,51.0,669.0,50.0,400
