time,tempce,luftdruck,co2,laut,hell
2022-10-06/13:29:46,24.2,1017.0,1208.0,65.0,447.5
2022-10-06/13:29:47,24.2,1017.0,1208.0,60.0,448.6
2022-10-06/13:29:49,24.2,1017.0,1208.0,60.0,449.2
2022-10-06/13:29:50,24.2,1017.0,1210.0,54.0,449.9
2022-10-06/13:29:51,24.2,1017.0,1210.0,54.0,449.2
2022-10-06/13:29:52,24.2,1017.0,1210.0,63.0,445.0
2022-10-06/13:29:53,24.2,1017.0,1210.0,63.0,444.9
2022-10-06/13:29:54,24.2,1017.0,1210.0,63.0,441.2
2022-10-06/13:29:55,24.2,1017.0,1210.0,63.0,431.7
2022-10-06/13:29:56,24.2,1017.0,1210.0,62.0,412.5
2022-10-06/13:29:57,24.2,1017.0,1210.0,62.0,405.3
2022-10-06/13:29:58,24.2,1017.0,1210.0,62.0,416.2
