time,tempce,luftdruck,co2,laut,hell
2022-08-18/18:24:27,26.8,987.0,2340.0,64.0,23.3
2022-08-18/18:24:28,26.8,987.0,2340.0,64.0,23.3
2022-08-18/18:24:29,26.8,987.0,2340.0,65.0,23.3
2022-08-18/18:24:30,26.8,987.0,2340.0,65.0,23.3
2022-08-18/18:24:31,26.8,987.0,2340.0,60.0,22.6
2022-08-18/18:24:33,26.8,987.0,2340.0,60.0,22.5
2022-08-18/18:24:34,26.8,987.0,2372.0,54.0,23.1
2022-08-18/18:24:35,26.8,987.0,2372.0,54.0,23.3
2022-08-18/18:24:36,26.8,987.0,2372.0,59.0,23.3
2022-08-18/18:24:37,26.8,987.0,2372.0,59.0,23.3
