time,tempce,luftfeucht,co2,laut,hell
2022-02-01/18:07:53,22.95,979.7999,1481.0,63.42628,143.3333
2022-02-01/18:07:54,22.95,979.7999,1481.0,63.42628,143.3333
2022-02-01/18:07:55,22.95,979.7999,1481.0,62.83416,143.3333
2022-02-01/18:07:56,22.95,979.7999,1481.0,62.83416,143.3333
2022-02-01/18:07:57,22.95,979.7999,1481.0,62.83416,143.4375
2022-02-01/18:07:58,22.95,979.7999,1481.0,64.67187,143.4375
2022-02-01/18:08:00,22.95,979.7999,1481.0,64.67187,143.5417
2022-02-01/18:08:01,22.95,979.7999,1481.0,64.67187,143.4375
2022-02-01/18:08:02,22.95,979.7999,1481.0,64.31564,143.3333
2022-02-01/18:08:03,22.95,979.7999,1481.0,64.31564,143.3333
2022-02-01/18:08:04,22.95,979.7999,1481.0,64.31564,143.4375
2022-02-01/18:08:05,22.96,979.7,1488.0,56.81001,143.3333
2022-02-01/18:08:06,22.96,979.7,1488.0,56.81001,143.4375
2022-02-01/18:08:07,22.96,979.7,1488.0,56.81001,143.8541
2022-02-01/18:08:08,22.96,979.7,1488.0,63.91121,143.75
2022-02-01/18:08:09,22.96,979.7,1488.0,63.91121,143.3333
2022-02-01/18:08:10,22.96,979.7,1488.0,63.91121,143.4375
2022-02-01/18:08:12,22.96,979.7,1488.0,64.91792,144.1666
2022-02-01/18:08:13,22.96,979.7,1488.0,64.91792,144.1666
2022-02-01/18:08:14,22.96,979.7,1488.0,64.91792,144.1666
2022-02-01/18:08:15,22.96,979.7,1488.0,61.95791,144.1666
2022-02-01/18:08:16,22.96,979.7,1488.0,61.95791,144.1666
2022-02-01/18:08:17,22.96,979.7,1488.0,61.95791,144.1666
2022-02-01/18:08:18,22.96,979.7,1488.0,59.69558,144.1666
2022-02-01/18:08:19,22.96,979.7,1488.0,59.69558,144.1666
2022-02-01/18:08:20,22.96,979.7,1488.0,59.69558,144.1666
2022-02-01/18:08:21,22.97,979.7,1475.0,60.58698,144.1666
2022-02-01/18:08:22,22.97,979.7,1475.0,60.58698,144.1666
2022-02-01/18:08:24,22.97,979.7,1475.0,60.58698,144.1666
2022-02-01/18:08:25,22.97,979.7,1475.0,59.69001,144.1666
2022-02-01/18:08:26,22.97,979.7,1475.0,59.69001,144.1666
