time,tempce,luftfeucht,co2,laut,hell
2022-01-09/12:14:56,22.03,975.2999,1325.0,358.68,207.0
2022-01-09/12:14:58,22.03,975.2999,1325.0,348.336,207.0
2022-01-09/12:14:59,22.03,975.2999,1325.0,348.336,207.0
2022-01-09/12:15:00,22.03,975.2999,1325.0,348.336,207.0
2022-01-09/12:15:01,22.03,975.2999,1325.0,348.336,207.9
2022-01-09/12:15:02,22.03,975.2999,1325.0,348.336,207.9
2022-01-09/12:15:03,22.03,975.2999,1325.0,340.296,207.9
2022-01-09/12:15:05,22.03,975.2999,1325.0,340.296,207.9
2022-01-09/12:15:06,22.03,975.2999,1325.0,340.296,207.9
2022-01-09/12:15:07,22.03,975.2999,1325.0,340.296,207.9
2022-01-09/12:15:08,22.03,975.2999,1325.0,340.296,207.6
2022-01-09/12:15:09,22.05,975.2999,1327.0,318.312,207.2
2022-01-09/12:15:10,22.05,975.2999,1327.0,318.312,207.1
2022-01-09/12:15:12,22.05,975.2999,1327.0,318.312,207.1
2022-01-09/12:15:13,22.05,975.2999,1327.0,318.312,207.1
2022-01-09/12:15:14,22.05,975.2999,1327.0,318.312,207.0
2022-01-09/12:15:15,22.05,975.2999,1327.0,339.552,207.0
2022-01-09/12:15:16,22.05,975.2999,1327.0,339.552,206.9
2022-01-09/12:15:18,22.05,975.2999,1327.0,339.552,206.9
2022-01-09/12:15:19,22.05,975.2999,1327.0,339.552,206.8
2022-01-09/12:15:20,22.05,975.2999,1327.0,339.552,206.1
2022-01-09/12:15:21,22.06,975.2999,1331.0,347.664,206.2
2022-01-09/12:15:22,22.06,975.2999,1331.0,347.664,206.3
2022-01-09/12:15:23,22.06,975.2999,1331.0,347.664,206.9
2022-01-09/12:15:25,22.06,975.2999,1331.0,347.664,206.1
2022-01-09/12:15:26,22.06,975.2999,1331.0,347.664,206.1
2022-01-09/12:15:27,22.06,975.2999,1331.0,342.72,206.1
2022-01-09/12:15:28,22.06,975.2999,1331.0,342.72,206.1
2022-01-09/12:15:29,22.06,975.2999,1331.0,342.72,206.1
2022-01-09/12:15:31,22.06,975.2999,1331.0,342.72,206.1
2022-01-09/12:15:32,22.06,975.2999,1331.0,342.72,206.1
2022-01-09/12:15:33,22.06,975.2999,1331.0,338.88,206.7
