time,tempce,luftdruck,co2,laut,hell
2022-10-01/23:40:44,23.0,999.0,2127.0,65.0,40.8
2022-10-01/23:40:45,23.0,999.0,2127.0,65.0,40.8
2022-10-01/23:40:46,23.0,999.0,2127.0,65.0,40.8
2022-10-01/23:40:48,23.0,999.0,2127.0,65.0,40.8
2022-10-01/23:40:49,23.0,999.0,2127.0,65.0,40.8
2022-10-01/23:40:50,23.0,999.0,2127.0,65.0,40.8
2022-10-01/23:40:51,23.0,999.0,2127.0,65.0,40.8
2022-10-01/23:40:52,23.0,999.0,2127.0,65.0,40.8
2022-10-01/23:40:53,23.0,999.0,2127.0,65.0,40.8
2022-10-01/23:40:54,23.0,999.0,2122.0,55.0,40.8
2022-10-01/23:40:55,23.0,999.0,2122.0,55.0,40.8
2022-10-01/23:40:56,23.0,999.0,2122.0,65.0,40.8
2022-10-01/23:40:57,23.0,999.0,2122.0,65.0,40.8
2022-10-01/23:40:59,23.0,999.0,2122.0,65.0,40.8
2022-10-01/23:41:00,23.0,999.0,2122.0,65.0,40.8
2022-10-01/23:41:01,23.0,999.0,2122.0,65.0,40.8
