time,tempce,luftdruck,co2,laut,hell
2022-02-14/17:32:20,20.0,985.0,791.0,56.0,185.1
2022-02-14/17:32:21,20.0,985.0,791.0,56.0,185.2
2022-02-14/17:32:22,20.0,985.0,791.0,66.0,185.1
2022-02-14/17:32:23,20.0,985.0,791.0,66.0,185.1
2022-02-14/17:32:24,20.0,985.0,791.0,59.0,185.2
2022-02-14/17:32:25,20.0,985.0,791.0,59.0,185.8
2022-02-14/17:32:26,20.0,985.0,791.0,57.0,185.8
2022-02-14/17:32:27,20.0,985.0,791.0,57.0,185.8
2022-02-14/17:32:29,20.0,985.0,791.0,66.0,184.6
2022-02-14/17:32:30,20.0,985.0,791.0,66.0,184.2
2022-02-14/17:32:31,20.0,985.0,791.0,49.0,184.2
2022-02-14/17:32:32,20.0,985.0,791.0,49.0,184.2
2022-02-14/17:32:33,20.0,985.0,791.0,62.0,184.0
2022-02-14/17:32:34,20.0,985.0,791.0,62.0,184.2
2022-02-14/17:32:35,20.0,985.0,776.0,66.0,184.2
2022-02-14/17:32:36,20.0,985.0,776.0,66.0,184.2
2022-02-14/17:32:37,20.0,985.0,776.0,66.0,184.2
2022-02-14/17:32:38,20.0,985.0,776.0,66.0,184.2
2022-02-14/17:32:39,20.0,985.0,776.0,66.0,184.2
2022-02-14/17:32:41,20.0,985.0,776.0,66.0,185.5
2022-02-14/17:32:42,20.0,985.0,776.0,69.0,185.8
2022-02-14/17:32:43,20.0,985.0,776.0,69.0,185.8
2022-02-14/17:32:44,20.0,985.0,776.0,66.0,185.7
2022-02-14/17:32:45,20.0,985.0,776.0,66.0,185.5
2022-02-14/17:32:46,20.0,985.0,776.0,57.0,184.3
2022-02-14/17:32:47,20.0,985.0,776.0,57.0,184.3
2022-02-14/17:32:48,20.0,985.0,776.0,61.0,185.1
2022-02-14/17:32:49,20.0,985.0,776.0,61.0,185.4
2022-02-14/17:32:50,20.0,985.0,761.0,56.0,186.8
2022-02-14/17:32:52,20.0,985.0,761.0,56.0,186.8
2022-02-14/17:32:53,20.0,985.0,761.0,63.0,185.9
2022-02-14/17:32:54,20.0,985.0,761.0,63.0,187.6
2022-02-14/17:32:55,20.0,985.0,761.0,67.0,188.0
2022-02-14/17:32:56,20.0,985.0,761.0,67.0,188.1
2022-02-14/17:32:57,20.0,985.0,761.0,64.0,189.1
2022-02-14/17:32:58,20.0,985.0,761.0,64.0,188.7
2022-02-14/17:32:59,20.0,985.0,761.0,66.0,188.3
2022-02-14/17:33:00,20.0,985.0,761.0,66.0,186.1
2022-02-14/17:33:01,20.0,985.0,761.0,67.0,185.8
2022-02-14/17:33:02,20.0,985.0,761.0,67.0,185.9
2022-02-14/17:33:04,20.0,985.0,746.0,63.0,185.8
2022-02-14/17:33:05,20.0,985.0,746.0,63.0,185.8
2022-02-14/17:33:06,20.0,985.0,746.0,62.0,185.8
2022-02-14/17:33:07,20.0,985.0,746.0,62.0,185.8
2022-02-14/17:33:08,20.0,985.0,746.0,66.0,185.8
