time,tempce,luftdruck,co2,laut,hell
2022-02-22/18:11:19,23.9,992.0,2033.0,66.0,2.5
2022-02-22/18:11:20,23.9,992.0,2033.0,65.0,3.3
2022-02-22/18:11:21,23.9,992.0,2033.0,65.0,3.3
2022-02-22/18:11:22,23.9,992.0,2033.0,66.0,3.3
2022-02-22/18:11:23,23.9,992.0,2033.0,66.0,3.2
2022-02-22/18:11:24,23.9,992.0,2035.0,58.0,4.0
2022-02-22/18:11:25,23.9,992.0,2035.0,58.0,4.1
2022-02-22/18:11:26,23.9,992.0,2035.0,62.0,3.9
2022-02-22/18:11:27,23.9,992.0,2035.0,62.0,4.2
2022-02-22/18:11:29,23.9,992.0,2035.0,66.0,3.9
2022-02-22/18:11:30,23.9,992.0,2035.0,66.0,3.2
2022-02-22/18:11:31,23.9,992.0,2035.0,66.0,3.2
2022-02-22/18:11:32,23.9,992.0,2035.0,66.0,3.3
2022-02-22/18:11:33,23.9,992.0,2035.0,66.0,3.3
2022-02-22/18:11:34,23.9,992.0,2035.0,66.0,3.2
2022-02-22/18:11:35,23.9,992.0,2035.0,66.0,3.7
2022-02-22/18:11:36,23.9,992.0,2035.0,66.0,3.6
2022-02-22/18:11:37,23.9,992.0,2035.0,66.0,4.4
2022-02-22/18:11:38,23.9,992.0,2035.0,66.0,4.8
2022-02-22/18:11:39,23.9,992.0,2040.0,50.0,4.9
2022-02-22/18:11:41,23.9,992.0,2040.0,50.0,4.8
2022-02-22/18:11:42,23.9,992.0,2040.0,66.0,5.0
2022-02-22/18:11:43,23.9,992.0,2040.0,66.0,5.0
2022-02-22/18:11:44,23.9,992.0,2040.0,66.0,5.0
2022-02-22/18:11:45,23.9,992.0,2040.0,66.0,5.0
2022-02-22/18:11:46,23.9,992.0,2040.0,67.0,5.0
2022-02-22/18:11:47,23.9,992.0,2040.0,67.0,5.0
2022-02-22/18:11:48,23.9,992.0,2040.0,66.0,5.0
2022-02-22/18:11:49,23.9,992.0,2040.0,66.0,5.0
2022-02-22/18:11:50,23.9,992.0,2040.0,66.0,5.0
2022-02-22/18:11:51,23.9,992.0,2040.0,66.0,5.0
2022-02-22/18:11:53,23.9,992.0,2040.0,66.0,5.0
2022-02-22/18:11:54,23.9,992.0,2040.0,66.0,5.0
2022-02-22/18:11:55,23.9,992.0,2038.0,57.0,5.0
2022-02-22/18:11:56,23.9,992.0,2038.0,57.0,5.0
2022-02-22/18:11:57,23.9,992.0,2038.0,66.0,5.0
2022-02-22/18:11:58,23.9,992.0,2038.0,66.0,5.0
2022-02-22/18:11:59,23.9,992.0,2038.0,66.0,5.0
2022-02-22/18:12:00,23.9,992.0,2038.0,66.0,5.0
2022-02-22/18:12:01,23.9,992.0,2038.0,66.0,5.0
2022-02-22/18:12:02,23.9,992.0,2038.0,66.0,5.0
2022-02-22/18:12:03,23.9,992.0,2038.0,66.0,5.0
2022-02-22/18:12:05,23.9,992.0,2038.0,66.0,5.0
2022-02-22/18:12:06,23.9,992.0,2038.0,66.0,5.0
2022-02-22/18:12:07,23.9,992.0,2038.0,66.0,5.0
2022-02-22/18:12:08,23.9,992.0,2038.0,66.0,5.0
2022-02-22/18:12:09,23.9,992.0,2038.0,66.0,5.0
2022-02-22/18:12:10,23.9,992.0,2046.0,57.0,5.0
2022-02-22/18:12:11,23.9,992.0,2046.0,57.0,5.1
2022-02-22/18:12:12,23.9,992.0,2046.0,66.0,5.1
2022-02-22/18:12:13,23.9,992.0,2046.0,66.0,5.2
2022-02-22/18:12:14,23.9,992.0,2046.0,66.0,5.5
2022-02-22/18:12:15,23.9,992.0,2046.0,66.0,5.3
2022-02-22/18:12:17,23.9,992.0,2046.0,66.0,5.6
2022-02-22/18:12:18,23.9,992.0,2046.0,66.0,5.5
2022-02-22/18:12:19,23.9,992.0,2046.0,66.0,5.7
2022-02-22/18:12:20,23.9,992.0,2046.0,66.0,5.6
2022-02-22/18:12:21,23.9,992.0,2046.0,66.0,5.8
2022-02-22/18:12:22,23.9,992.0,2046.0,66.0,5.8
2022-02-22/18:12:23,23.9,992.0,2046.0,66.0,5.8
2022-02-22/18:12:24,23.9,992.0,2046.0,66.0,5.8
2022-02-22/18:12:25,24.0,992.0,2046.0,55.0,5.8
2022-02-22/18:12:26,24.0,992.0,2046.0,55.0,5.8
2022-02-22/18:12:27,24.0,992.0,2046.0,66.0,5.8
2022-02-22/18:12:28,24.0,992.0,2046.0,66.0,5.8
2022-02-22/18:12:30,24.0,992.0,2046.0,65.0,5.8
2022-02-22/18:12:31,24.0,992.0,2046.0,65.0,5.8
2022-02-22/18:12:32,24.0,992.0,2046.0,66.0,5.8
2022-02-22/18:12:33,24.0,992.0,2046.0,66.0,5.8
