time,tempce,luftdruck,co2,laut,hell
2022-10-06/13:14:23,24.1,1017.0,1279.0,64.0,421.7
2022-10-06/13:14:24,24.1,1017.0,1279.0,64.0,422.1
2022-10-06/13:14:25,24.1,1017.0,1279.0,61.0,422.5
2022-10-06/13:14:26,24.1,1017.0,1279.0,61.0,422.5
2022-10-06/13:14:27,24.1,1017.0,1279.0,61.0,422.5
2022-10-06/13:14:28,24.1,1017.0,1279.0,61.0,422.9
2022-10-06/13:14:29,24.1,1017.0,1279.0,62.0,423.6
2022-10-06/13:14:31,24.1,1017.0,1279.0,62.0,423.9
2022-10-06/13:14:32,24.1,1017.0,1279.0,61.0,423.5
2022-10-06/13:14:33,24.1,1017.0,1279.0,61.0,423.0
