time,tempce,luftdruck,co2,laut,hell
2022-08-18/19:56:33,27.3,987.0,2847.0,65.0,15.8
2022-08-18/19:56:34,27.3,987.0,2847.0,65.0,15.8
2022-08-18/19:56:35,27.3,987.0,2847.0,65.0,15.7
2022-08-18/19:56:36,27.3,987.0,2847.0,65.0,15.8
2022-08-18/19:56:37,27.3,987.0,2847.0,65.0,15.8
2022-08-18/19:56:38,27.3,987.0,2847.0,64.0,15.8
2022-08-18/19:56:39,27.3,987.0,2847.0,64.0,15.8
2022-08-18/19:56:41,27.3,987.0,2860.0,55.0,15.8
2022-08-18/19:56:42,27.3,987.0,2860.0,55.0,15.8
2022-08-18/19:56:43,27.3,987.0,2860.0,65.0,15.8
2022-08-18/19:56:44,27.3,987.0,2860.0,65.0,15.8
2022-08-18/19:56:45,27.3,987.0,2860.0,65.0,15.8
2022-08-18/19:56:46,27.3,987.0,2860.0,65.0,15.8
