time,tempce,luftdruck,co2,laut,hell
2022-10-01/23:32:09,22,1000,0,0,400
2022-10-01/23:32:12,22,1000,0,0,400
2022-10-01/23:32:15,22,1000,0,0,400
2022-10-01/23:32:18,22,1000,0,0,400
2022-10-01/23:32:21,22,1000,0,0,400
2022-10-01/23:32:24,22,1000,0,0,400
2022-10-01/23:32:30,22,1000,0,0,400
2022-10-01/23:32:33,21.6,999.0,2045.0,65.0,19.2
2022-10-01/23:32:34,21.6,999.0,2045.0,65.0,18.9
2022-10-01/23:32:35,21.6,999.0,2045.0,65.0,19.1
2022-10-01/23:32:37,21.6,999.0,2045.0,65.0,20.0
2022-10-01/23:32:38,21.6,999.0,2045.0,65.0,19.6
2022-10-01/23:32:39,21.6,999.0,2054.0,59.0,19.2
2022-10-01/23:32:40,21.6,999.0,2054.0,59.0,19.5
2022-10-01/23:32:41,21.6,999.0,2054.0,62.0,19.2
2022-10-01/23:32:42,21.6,999.0,2054.0,62.0,19.3
2022-10-01/23:32:43,21.6,999.0,2054.0,65.0,19.2
2022-10-01/23:32:44,21.6,999.0,2054.0,65.0,19.2
2022-10-01/23:32:45,21.6,999.0,2054.0,65.0,19.2
