time,tempce,luftfeucht,co2,laut,hell
2022-01-09/00:08:49,23.23,980.6,2867.0,322.296,224.1
2022-01-09/00:08:50,23.23,980.6,2867.0,322.296,224.1
2022-01-09/00:08:52,23.23,980.6,2867.0,322.296,224.1
2022-01-09/00:08:53,23.23,980.6,2867.0,322.296,224.1
2022-01-09/00:08:54,23.23,980.6,2867.0,322.296,224.1
2022-01-09/00:08:55,23.24,980.6,2865.0,318.024,224.1
2022-01-09/00:08:56,23.24,980.6,2865.0,318.024,224.1
2022-01-09/00:08:58,23.24,980.6,2865.0,318.024,225.0
2022-01-09/00:08:59,23.24,980.6,2865.0,318.024,225.0
2022-01-09/00:09:00,23.24,980.6,2865.0,318.024,225.0
2022-01-09/00:09:01,23.24,980.6,2865.0,318.048,225.0
2022-01-09/00:09:02,23.24,980.6,2865.0,318.048,225.0
2022-01-09/00:09:03,23.24,980.6,2865.0,318.048,225.0
2022-01-09/00:09:05,23.24,980.6,2865.0,318.048,225.0
2022-01-09/00:09:06,23.24,980.6,2865.0,318.048,225.0
2022-01-09/00:09:07,23.24,980.6,2865.0,310.824,225.0
2022-01-09/00:09:08,23.24,980.6,2865.0,310.824,224.9
2022-01-09/00:09:09,23.24,980.6,2865.0,310.824,224.4
2022-01-09/00:09:10,23.24,980.6,2865.0,310.824,224.2
2022-01-09/00:09:12,23.24,980.6,2865.0,310.824,225.0
2022-01-09/00:09:18,23.25,980.4999,2849.0,327.048,224.1
