time,tempce,luftdruck,co2,laut,hell
2022-02-23/16:08:17,23.5,1002.0,1938.0,61.0,253.6
2022-02-23/16:08:18,23.5,1002.0,1938.0,61.0,253.5
2022-02-23/16:08:19,23.5,1002.0,1938.0,60.0,253.4
2022-02-23/16:08:20,23.5,1002.0,1938.0,60.0,253.5
2022-02-23/16:08:22,23.5,1002.0,1938.0,65.0,253.3
2022-02-23/16:08:23,23.5,1002.0,1938.0,65.0,253.5
2022-02-23/16:08:24,23.5,1002.0,1938.0,65.0,239.0
2022-02-23/16:08:25,23.5,1002.0,1938.0,65.0,253.5
2022-02-23/16:08:26,23.5,1002.0,1938.0,65.0,253.9
2022-02-23/16:08:27,23.5,1002.0,1938.0,65.0,253.5
2022-02-23/16:08:28,23.5,1002.0,1938.0,65.0,253.5
2022-02-23/16:08:29,23.5,1002.0,1938.0,65.0,252.7
2022-02-23/16:08:30,23.5,1002.0,1938.0,65.0,251.8
2022-02-23/16:08:31,23.5,1002.0,1938.0,65.0,253.9
2022-02-23/16:08:33,23.6,1002.0,1909.0,56.0,253.6
2022-02-23/16:08:34,23.6,1002.0,1909.0,56.0,253.4
2022-02-23/16:08:35,23.6,1002.0,1909.0,63.0,253.5
2022-02-23/16:08:36,23.6,1002.0,1909.0,63.0,253.5
2022-02-23/16:08:37,23.6,1002.0,1909.0,65.0,253.9
2022-02-23/16:08:38,23.6,1002.0,1909.0,65.0,253.7
2022-02-23/16:08:39,23.6,1002.0,1909.0,65.0,253.8
2022-02-23/16:08:40,23.6,1002.0,1909.0,65.0,242.7
2022-02-23/16:08:41,23.6,1002.0,1909.0,65.0,250.4
2022-02-23/16:08:42,23.6,1002.0,1909.0,65.0,254.2
2022-02-23/16:08:43,23.6,1002.0,1909.0,65.0,254.2
2022-02-23/16:08:45,23.6,1002.0,1909.0,65.0,254.2
2022-02-23/16:08:46,23.6,1002.0,1909.0,65.0,254.2
2022-02-23/16:08:47,23.6,1002.0,1909.0,65.0,254.2
2022-02-23/16:08:48,23.6,1002.0,1881.0,56.0,254.2
2022-02-23/16:08:49,23.6,1002.0,1881.0,56.0,254.2
2022-02-23/16:08:50,23.6,1002.0,1881.0,65.0,253.9
2022-02-23/16:08:51,23.6,1002.0,1881.0,65.0,253.9
2022-02-23/16:08:52,23.6,1002.0,1881.0,65.0,253.9
2022-02-23/16:08:53,23.6,1002.0,1881.0,65.0,253.6
2022-02-23/16:08:54,23.6,1002.0,1881.0,65.0,253.5
2022-02-23/16:08:55,23.6,1002.0,1881.0,65.0,253.4
2022-02-23/16:08:57,23.6,1002.0,1881.0,66.0,253.3
2022-02-23/16:08:58,23.6,1002.0,1881.0,66.0,253.3
