time,tempce,luftfeucht,co2,laut,hell
2022-01-08/15:38:13,25,51.0,669.0,50.0,400
2022-01-08/15:38:15,25,51.0,669.0,50.0,400
2022-01-08/15:38:18,25,51.0,669.0,50.0,400
2022-01-08/15:38:20,25,51.0,669.0,50.0,400
2022-01-08/15:38:21,25,51.0,669.0,50.0,400
2022-01-08/15:38:23,25,51.0,669.0,50.0,400
2022-01-08/15:38:25,25,51.0,669.0,50.0,400
2022-01-08/15:38:28,25,51.0,669.0,50.0,400
2022-01-08/15:38:29,25,51.0,669.0,50.0,400
2022-01-08/15:38:31,25,51.0,669.0,50.0,400
2022-01-08/15:38:33,25,51.0,669.0,50.0,400
2022-01-08/15:38:35,25,51.0,669.0,50.0,400
2022-01-08/15:38:37,25,51.0,669.0,50.0,400
2022-01-08/15:38:39,25,51.0,669.0,50.0,400
2022-01-08/15:38:41,25,51.0,669.0,50.0,400
2022-01-08/15:38:43,25,51.0,669.0,50.0,400
2022-01-08/15:38:46,25,51.0,669.0,50.0,400
2022-01-08/15:38:48,25,51.0,669.0,50.0,400
2022-01-08/15:38:50,25,51.0,669.0,50.0,400
2022-01-08/15:38:52,25,51.0,669.0,50.0,400
2022-01-08/15:38:54,25,51.0,669.0,50.0,400
2022-01-08/15:38:56,25,51.0,669.0,50.0,400
