time,tempce,luftfeucht,co2,laut,hell
2022-01-06/18:11:10,23.39,997.4,1438.0,23.928,209.7
2022-01-06/18:11:11,23.39,997.4,1438.0,23.928,210.6
2022-01-06/18:11:12,23.39,997.4,1438.0,23.928,210.6
2022-01-06/18:11:13,23.39,997.4,1438.0,23.928,210.6
2022-01-06/18:11:14,23.39,997.4,1438.0,23.928,210.6
2022-01-06/18:11:15,23.4,997.4,1434.0,23.928,210.6
2022-01-06/18:11:17,23.4,997.4,1434.0,23.928,210.6
2022-01-06/18:11:18,23.4,997.4,1434.0,23.928,210.6
2022-01-06/18:11:19,23.4,997.4,1434.0,23.928,210.6
2022-01-06/18:11:20,23.4,997.4,1434.0,23.928,210.6
