time,tempce,luftdruck,co2,laut,hell
2022-10-06/13:38:33,24.3,1017.0,1247.0,52.0,480.7
2022-10-06/13:38:34,24.3,1017.0,1247.0,52.0,481.5
2022-10-06/13:38:35,24.3,1017.0,1247.0,63.0,481.7
2022-10-06/13:38:36,24.3,1017.0,1247.0,63.0,481.4
2022-10-06/13:38:38,24.3,1017.0,1247.0,63.0,481.1
2022-10-06/13:38:39,24.3,1017.0,1247.0,63.0,480.8
2022-10-06/13:38:40,24.3,1017.0,1247.0,64.0,480.1
2022-10-06/13:38:41,24.3,1017.0,1247.0,64.0,480.1
2022-10-06/13:38:42,24.3,1017.0,1247.0,64.0,479.6
2022-10-06/13:38:43,24.3,1017.0,1247.0,64.0,479.2
2022-10-06/13:38:46,24.3,1017.0,1247.0,62.0,478.0
