time,tempce,luftfeucht,co2,laut,hell
2022-01-09/11:59:26,20.41,975.0999,1088.0,24.0,159.3
2022-01-09/11:59:27,20.41,975.0999,1088.0,24.0,159.6
2022-01-09/11:59:28,20.41,975.0999,1088.0,24.0,160.5
2022-01-09/11:59:30,20.41,975.0999,1088.0,334.368,161.1
2022-01-09/11:59:31,20.41,975.0999,1088.0,334.368,161.1
2022-01-09/11:59:32,20.41,975.0999,1088.0,334.368,161.1
2022-01-09/11:59:33,20.41,975.0999,1088.0,334.368,160.4
2022-01-09/11:59:34,20.41,975.0999,1088.0,334.368,160.2
2022-01-09/11:59:35,20.44,975.0999,1151.0,322.368,160.2
2022-01-09/11:59:37,20.44,975.0999,1151.0,322.368,160.8
2022-01-09/11:59:38,20.44,975.0999,1151.0,322.368,161.1
2022-01-09/11:59:39,20.44,975.0999,1151.0,322.368,161.2
2022-01-09/11:59:40,20.44,975.0999,1151.0,322.368,161.2
2022-01-09/11:59:41,20.44,975.0999,1151.0,317.856,161.9
2022-01-09/11:59:43,20.44,975.0999,1151.0,317.856,162.2
2022-01-09/11:59:44,20.44,975.0999,1151.0,317.856,162.9
2022-01-09/11:59:45,20.44,975.0999,1151.0,317.856,163.5
2022-01-09/11:59:46,20.44,975.0999,1151.0,317.856,164.6
2022-01-09/11:59:47,20.44,975.0999,1151.0,328.776,165.1
2022-01-09/11:59:48,20.44,975.0999,1151.0,328.776,165.1
2022-01-09/11:59:50,20.44,975.0999,1151.0,328.776,165.0
2022-01-09/11:59:51,20.44,975.0999,1151.0,328.776,165.0
2022-01-09/11:59:52,20.44,975.0999,1151.0,328.776,165.4
2022-01-09/11:59:53,20.5,975.0999,1194.0,336.96,165.6
2022-01-09/11:59:54,20.5,975.0999,1194.0,336.96,165.2
2022-01-09/11:59:55,20.5,975.0999,1194.0,336.96,164.2
2022-01-09/11:59:57,20.5,975.0999,1194.0,336.96,160.5
2022-01-09/11:59:58,20.5,975.0999,1194.0,336.96,160.3
2022-01-09/11:59:59,20.5,975.0999,1194.0,327.024,161.0
2022-01-09/12:00:00,20.5,975.0999,1194.0,327.024,163.4
2022-01-09/12:00:01,20.5,975.0999,1194.0,327.024,163.0
2022-01-09/12:00:03,20.5,975.0999,1194.0,327.024,162.0
2022-01-09/12:00:04,20.5,975.0999,1194.0,327.024,162.0
2022-01-09/12:00:05,20.56,975.0,1223.0,326.976,162.0
2022-01-09/12:00:06,20.56,975.0,1223.0,326.976,163.0
2022-01-09/12:00:07,20.56,975.0,1223.0,326.976,164.3
2022-01-09/12:00:08,20.56,975.0,1223.0,326.976,164.7
2022-01-09/12:00:10,20.56,975.0,1223.0,326.976,165.1
2022-01-09/12:00:11,20.56,975.0,1223.0,338.688,164.1
2022-01-09/12:00:12,20.56,975.0,1223.0,338.688,161.8
2022-01-09/12:00:13,20.56,975.0,1223.0,338.688,161.4
2022-01-09/12:00:14,20.56,975.0,1223.0,338.688,164.1
2022-01-09/12:00:15,20.56,975.0,1223.0,338.688,164.6
2022-01-09/12:00:17,20.56,975.0,1223.0,326.808,164.7
2022-01-09/12:00:18,20.56,975.0,1223.0,326.808,164.8
2022-01-09/12:00:19,20.56,975.0,1223.0,326.808,164.7
2022-01-09/12:00:20,20.56,975.0,1223.0,326.808,165.0
2022-01-09/12:00:21,20.56,975.0,1223.0,326.808,165.6
2022-01-09/12:00:23,20.6,975.0999,1252.0,319.656,165.6
2022-01-09/12:00:24,20.6,975.0999,1252.0,319.656,165.6
2022-01-09/12:00:25,20.6,975.0999,1252.0,319.656,165.6
2022-01-09/12:00:26,20.6,975.0999,1252.0,319.656,165.6
2022-01-09/12:00:27,20.6,975.0999,1252.0,319.656,165.6
2022-01-09/12:00:28,20.6,975.0999,1252.0,323.832,165.6
2022-01-09/12:00:30,20.6,975.0999,1252.0,323.832,166.1
2022-01-09/12:00:31,20.6,975.0999,1252.0,323.832,166.3
2022-01-09/12:00:32,20.6,975.0999,1252.0,323.832,166.5
2022-01-09/12:00:33,20.6,975.0999,1252.0,323.832,166.2
2022-01-09/12:00:34,20.66,975.0999,1286.0,328.848,164.7
2022-01-09/12:00:36,20.66,975.0999,1286.0,328.848,164.7
2022-01-09/12:00:37,20.66,975.0999,1286.0,328.848,164.7
2022-01-09/12:00:38,20.66,975.0999,1286.0,328.848,164.7
2022-01-09/12:00:39,20.66,975.0999,1286.0,328.848,164.7
2022-01-09/12:00:40,20.66,975.0999,1286.0,323.352,164.7
2022-01-09/12:00:41,20.66,975.0999,1286.0,323.352,164.7
2022-01-09/12:00:43,20.66,975.0999,1286.0,323.352,164.7
2022-01-09/12:00:44,20.66,975.0999,1286.0,323.352,164.8
2022-01-09/12:00:45,20.66,975.0999,1286.0,323.352,164.7
2022-01-09/12:00:46,20.66,975.0999,1286.0,323.208,163.8
2022-01-09/12:00:47,20.66,975.0999,1286.0,323.208,163.0
2022-01-09/12:00:48,20.66,975.0999,1286.0,323.208,163.8
2022-01-09/12:00:50,20.66,975.0999,1286.0,323.208,163.8
2022-01-09/12:00:51,20.66,975.0999,1286.0,323.208,163.9
2022-01-09/12:00:52,20.7,975.0999,1290.0,324.096,163.8
2022-01-09/12:00:53,20.7,975.0999,1290.0,324.096,163.9
2022-01-09/12:00:54,20.7,975.0999,1290.0,324.096,165.0
2022-01-09/12:00:56,20.7,975.0999,1290.0,324.096,165.2
2022-01-09/12:00:57,20.7,975.0999,1290.0,324.096,162.9
2022-01-09/12:00:58,20.7,975.0999,1290.0,328.128,164.3
2022-01-09/12:00:59,20.7,975.0999,1290.0,328.128,164.4
2022-01-09/12:01:00,20.7,975.0999,1290.0,328.128,164.9
