time,tempce,luftdruck,co2,laut,hell
2022-02-22/18:18:44,24.0,992.0,2092.0,66.0,3.3
2022-02-22/18:18:45,24.0,992.0,2092.0,65.0,4.1
2022-02-22/18:18:46,24.0,992.0,2092.0,65.0,4.2
2022-02-22/18:18:47,24.0,992.0,2092.0,66.0,4.2
2022-02-22/18:18:48,24.0,992.0,2092.0,66.0,4.2
2022-02-22/18:18:49,24.0,992.0,2092.0,66.0,4.2
2022-02-22/18:18:50,24.0,992.0,2092.0,66.0,4.2
2022-02-22/18:18:52,24.0,992.0,2092.0,66.0,4.2
2022-02-22/18:18:53,24.0,992.0,2092.0,66.0,4.2
2022-02-22/18:18:54,24.0,992.0,2095.0,62.0,4.2
2022-02-22/18:18:55,24.0,992.0,2095.0,62.0,3.4
2022-02-22/18:18:56,24.0,992.0,2095.0,59.0,3.3
2022-02-22/18:18:57,24.0,992.0,2095.0,59.0,3.6
2022-02-22/18:18:58,24.0,992.0,2095.0,66.0,3.9
2022-02-22/18:18:59,24.0,992.0,2095.0,66.0,3.3
2022-02-22/18:19:00,24.0,992.0,2095.0,66.0,3.5
2022-02-22/18:19:01,24.0,992.0,2095.0,66.0,3.6
2022-02-22/18:19:02,24.0,992.0,2095.0,66.0,3.5
2022-02-22/18:19:04,24.0,992.0,2095.0,66.0,3.5
2022-02-22/18:19:05,24.0,992.0,2095.0,66.0,3.7
2022-02-22/18:19:06,24.0,992.0,2095.0,66.0,3.5
2022-02-22/18:19:07,24.0,992.0,2095.0,64.0,3.5
2022-02-22/18:19:08,24.0,992.0,2095.0,64.0,4.3
2022-02-22/18:19:09,24.0,992.0,2095.0,60.0,4.5
2022-02-22/18:19:10,24.0,992.0,2095.0,60.0,4.2
2022-02-22/18:19:11,24.0,992.0,2095.0,61.0,4.2
2022-02-22/18:19:12,24.0,992.0,2095.0,61.0,4.2
2022-02-22/18:19:13,24.0,992.0,2095.0,66.0,3.3
2022-02-22/18:19:14,24.0,992.0,2095.0,66.0,4.1
2022-02-22/18:19:16,24.0,992.0,2095.0,67.0,3.8
2022-02-22/18:19:17,24.0,992.0,2095.0,67.0,3.3
2022-02-22/18:19:18,24.0,992.0,2095.0,64.0,3.0
2022-02-22/18:19:19,24.0,992.0,2095.0,64.0,3.3
2022-02-22/18:19:20,24.0,992.0,2095.0,56.0,3.4
2022-02-22/18:19:21,24.0,992.0,2095.0,56.0,3.4
2022-02-22/18:19:22,24.0,992.0,2095.0,66.0,3.5
2022-02-22/18:19:23,24.0,992.0,2095.0,66.0,3.3
2022-02-22/18:19:24,24.0,992.0,2086.0,57.0,3.5
2022-02-22/18:19:25,24.0,992.0,2086.0,57.0,3.9
