time,tempce,luftdruck,co2,laut,hell
2022-08-18/20:12:36,27.4,987.0,2790.0,65.0,157.2
2022-08-18/20:12:37,27.4,987.0,2790.0,65.0,157.3
2022-08-18/20:12:38,27.4,987.0,2790.0,65.0,156.8
2022-08-18/20:12:39,27.4,987.0,2764.0,54.0,156.7
2022-08-18/20:12:40,27.4,987.0,2764.0,54.0,157.4
2022-08-18/20:12:41,27.4,987.0,2764.0,64.0,158.2
2022-08-18/20:12:42,27.4,987.0,2764.0,64.0,157.9
2022-08-18/20:12:43,27.4,987.0,2764.0,63.0,157.7
2022-08-18/20:12:45,27.4,987.0,2764.0,63.0,157.1
2022-08-18/20:12:46,27.4,987.0,2764.0,65.0,156.7
2022-08-18/20:12:47,27.4,987.0,2764.0,65.0,156.7
2022-08-18/20:12:48,27.4,987.0,2764.0,62.0,156.6
2022-08-18/20:12:49,27.4,987.0,2764.0,62.0,156.7
2022-08-18/20:12:50,27.4,987.0,2764.0,64.0,157.3
2022-08-18/20:12:51,27.4,987.0,2764.0,64.0,157.3
2022-08-18/20:12:52,27.4,987.0,2737.0,60.0,156.7
2022-08-18/20:12:53,27.4,987.0,2737.0,60.0,156.7
2022-08-18/20:12:54,27.4,987.0,2737.0,56.0,156.7
2022-08-18/20:12:55,27.4,987.0,2737.0,56.0,156.7
2022-08-18/20:12:57,27.4,987.0,2737.0,64.0,156.2
2022-08-18/20:12:58,27.4,987.0,2737.0,64.0,156.6
2022-08-18/20:12:59,27.4,987.0,2737.0,65.0,156.7
2022-08-18/20:13:00,27.4,987.0,2737.0,65.0,156.7
2022-08-18/20:13:01,27.4,987.0,2737.0,64.0,156.5
2022-08-18/20:13:02,27.4,987.0,2737.0,64.0,156.4
2022-08-18/20:13:03,27.4,987.0,2737.0,65.0,156.5
2022-08-18/20:13:04,27.4,987.0,2737.0,65.0,156.5
2022-08-18/20:13:05,27.4,987.0,2737.0,65.0,156.6
2022-08-18/20:13:06,27.4,987.0,2737.0,65.0,156.7
2022-08-18/20:13:08,27.4,987.0,2722.0,53.0,156.7
2022-08-18/20:13:09,27.4,987.0,2722.0,53.0,156.2
2022-08-18/20:13:10,27.4,987.0,2722.0,63.0,155.8
2022-08-18/20:13:11,27.4,987.0,2722.0,63.0,156.7
2022-08-18/20:13:12,27.4,987.0,2722.0,65.0,156.7
2022-08-18/20:13:13,27.4,987.0,2722.0,65.0,156.7
2022-08-18/20:13:14,27.4,987.0,2722.0,65.0,156.7
2022-08-18/20:13:15,27.4,987.0,2722.0,65.0,157.6
2022-08-18/20:13:16,27.4,987.0,2722.0,65.0,157.8
2022-08-18/20:13:17,27.4,987.0,2722.0,65.0,157.6
2022-08-18/20:13:18,27.4,987.0,2722.0,65.0,156.4
2022-08-18/20:13:20,27.4,987.0,2722.0,65.0,156.2
2022-08-18/20:13:21,27.4,987.0,2722.0,65.0,156.0
2022-08-18/20:13:22,27.4,987.0,2722.0,65.0,156.4
2022-08-18/20:13:23,27.4,987.0,2711.0,55.0,155.8
2022-08-18/20:13:24,27.4,987.0,2711.0,55.0,155.8
2022-08-18/20:13:25,27.4,987.0,2711.0,65.0,156.0
2022-08-18/20:13:26,27.4,987.0,2711.0,65.0,156.0
2022-08-18/20:13:27,27.4,987.0,2711.0,65.0,157.5
2022-08-18/20:13:28,27.4,987.0,2711.0,65.0,157.5
2022-08-18/20:13:29,27.4,987.0,2711.0,65.0,157.1
2022-08-18/20:13:31,27.4,987.0,2711.0,65.0,155.8
2022-08-18/20:13:32,27.4,987.0,2711.0,65.0,155.8
2022-08-18/20:13:33,27.4,987.0,2711.0,65.0,155.8
2022-08-18/20:13:34,27.4,987.0,2711.0,65.0,155.8
2022-08-18/20:13:35,27.4,987.0,2711.0,65.0,155.8
2022-08-18/20:13:36,27.4,987.0,2711.0,64.0,156.0
2022-08-18/20:13:37,27.4,987.0,2711.0,64.0,155.9
2022-08-18/20:13:38,27.4,987.0,2690.0,55.0,155.8
2022-08-18/20:13:39,27.4,987.0,2690.0,55.0,155.8
2022-08-18/20:13:40,27.4,987.0,2690.0,65.0,155.8
2022-08-18/20:13:41,27.4,987.0,2690.0,65.0,155.2
2022-08-18/20:13:43,27.4,987.0,2690.0,65.0,156.2
2022-08-18/20:13:44,27.4,987.0,2690.0,65.0,156.7
2022-08-18/20:13:45,27.4,987.0,2690.0,65.0,156.7
2022-08-18/20:13:46,27.4,987.0,2690.0,65.0,156.7
2022-08-18/20:13:47,27.4,987.0,2690.0,64.0,156.7
2022-08-18/20:13:48,27.4,987.0,2690.0,64.0,156.5
2022-08-18/20:13:49,27.4,987.0,2690.0,65.0,155.8
2022-08-18/20:13:50,27.4,987.0,2690.0,65.0,155.9
2022-08-18/20:13:51,27.4,987.0,2690.0,65.0,156.1
2022-08-18/20:13:52,27.4,987.0,2690.0,65.0,155.6
2022-08-18/20:13:54,27.4,987.0,2688.0,52.0,155.0
2022-08-18/20:13:55,27.4,987.0,2688.0,52.0,155.0
2022-08-18/20:13:56,27.4,987.0,2688.0,65.0,155.0
2022-08-18/20:13:57,27.4,987.0,2688.0,65.0,155.6
