time,tempce,luftdruck,co2,laut,hell
2022-02-10/16:57:45,22.4,995.0,1330.0,57.0,186.8
2022-02-10/16:57:46,22.4,995.0,1330.0,66.0,187.5
2022-02-10/16:57:47,22.4,995.0,1330.0,66.0,187.5
2022-02-10/16:57:49,22.4,995.0,1330.0,66.0,187.5
2022-02-10/16:57:50,22.4,995.0,1330.0,66.0,187.5
2022-02-10/16:57:51,22.4,995.0,1330.0,66.0,187.5
2022-02-10/16:57:52,22.4,995.0,1330.0,66.0,187.5
2022-02-10/16:57:53,22.4,995.0,1330.0,66.0,187.5
2022-02-10/16:57:54,22.4,995.0,1330.0,66.0,187.5
2022-02-10/16:57:55,22.4,995.0,1330.0,66.0,187.5
2022-02-10/16:57:56,22.4,995.0,1330.0,66.0,187.5
2022-02-10/16:57:57,22.4,995.0,1330.0,66.0,187.5
2022-02-10/16:57:58,22.4,995.0,1330.0,66.0,187.5
2022-02-10/16:58:00,22.4,995.0,1334.0,56.0,187.5
2022-02-10/16:58:01,22.4,995.0,1334.0,56.0,187.1
