time,tempce,luftdruck,co2,laut,hell
2022-02-22/17:36:36,22.3,993.0,1837.0,66.0,2.7
2022-02-22/17:36:37,22.3,993.0,1837.0,66.0,2.5
2022-02-22/17:36:38,22.3,993.0,1837.0,66.0,2.5
2022-02-22/17:36:39,22.4,993.0,1836.0,61.0,2.5
2022-02-22/17:36:40,22.4,993.0,1836.0,61.0,2.5
2022-02-22/17:36:41,22.4,993.0,1836.0,59.0,2.5
2022-02-22/17:36:43,22.4,993.0,1836.0,59.0,2.5
2022-02-22/17:36:44,22.4,993.0,1836.0,66.0,2.5
2022-02-22/17:36:45,22.4,993.0,1836.0,66.0,2.5
2022-02-22/17:36:46,22.4,993.0,1836.0,66.0,2.7
2022-02-22/17:36:47,22.4,993.0,1836.0,66.0,3.3
2022-02-22/17:36:48,22.4,993.0,1836.0,66.0,2.8
2022-02-22/17:36:49,22.4,993.0,1836.0,66.0,3.3
2022-02-22/17:36:50,22.4,993.0,1836.0,66.0,4.2
2022-02-22/17:36:51,22.4,993.0,1836.0,66.0,3.5
2022-02-22/17:36:52,22.4,993.0,1836.0,66.0,2.5
2022-02-22/17:36:53,22.4,993.0,1836.0,66.0,2.5
2022-02-22/17:36:55,22.4,993.0,1842.0,58.0,3.0
2022-02-22/17:36:56,22.4,993.0,1842.0,58.0,3.3
2022-02-22/17:36:57,22.4,993.0,1842.0,62.0,3.3
2022-02-22/17:36:58,22.4,993.0,1842.0,62.0,2.6
2022-02-22/17:36:59,22.4,993.0,1842.0,66.0,3.1
2022-02-22/17:37:00,22.4,993.0,1842.0,66.0,2.9
2022-02-22/17:37:01,22.4,993.0,1842.0,66.0,2.7
2022-02-22/17:37:02,22.4,993.0,1842.0,66.0,2.6
2022-02-22/17:37:03,22.4,993.0,1842.0,66.0,2.5
2022-02-22/17:37:04,22.4,993.0,1842.0,66.0,2.5
2022-02-22/17:37:05,22.4,993.0,1842.0,64.0,2.5
2022-02-22/17:37:07,22.4,993.0,1842.0,64.0,2.5
2022-02-22/17:37:08,22.4,993.0,1842.0,66.0,2.5
2022-02-22/17:37:09,22.4,993.0,1842.0,66.0,2.8
2022-02-22/17:37:10,22.4,993.0,1847.0,56.0,3.3
2022-02-22/17:37:11,22.4,993.0,1847.0,56.0,3.3
2022-02-22/17:37:12,22.4,993.0,1847.0,66.0,3.0
2022-02-22/17:37:13,22.4,993.0,1847.0,66.0,3.2
2022-02-22/17:37:14,22.4,993.0,1847.0,66.0,2.7
2022-02-22/17:37:15,22.4,993.0,1847.0,66.0,3.2
2022-02-22/17:37:16,22.4,993.0,1847.0,66.0,3.3
2022-02-22/17:37:17,22.4,993.0,1847.0,66.0,2.5
2022-02-22/17:37:19,22.4,993.0,1847.0,66.0,3.1
2022-02-22/17:37:20,22.4,993.0,1847.0,66.0,3.3
2022-02-22/17:37:21,22.4,993.0,1847.0,66.0,3.3
2022-02-22/17:37:22,22.4,993.0,1847.0,66.0,3.3
2022-02-22/17:37:23,22.4,993.0,1847.0,66.0,3.3
2022-02-22/17:37:24,22.4,993.0,1847.0,66.0,3.3
2022-02-22/17:37:25,22.5,993.0,1857.0,55.0,3.2
2022-02-22/17:37:26,22.5,993.0,1857.0,55.0,2.9
2022-02-22/17:37:27,22.5,993.0,1857.0,66.0,2.8
2022-02-22/17:37:28,22.5,993.0,1857.0,66.0,3.2
2022-02-22/17:37:29,22.5,993.0,1857.0,66.0,3.5
2022-02-22/17:37:31,22.5,993.0,1857.0,66.0,3.3
2022-02-22/17:37:32,22.5,993.0,1857.0,66.0,3.3
2022-02-22/17:37:33,22.5,993.0,1857.0,66.0,3.3
2022-02-22/17:37:34,22.5,993.0,1857.0,66.0,3.4
2022-02-22/17:37:35,22.5,993.0,1857.0,66.0,4.1
2022-02-22/17:37:36,22.5,993.0,1857.0,66.0,4.2
2022-02-22/17:37:37,22.5,993.0,1857.0,66.0,4.2
