time,tempce,luftdruck,co2,laut,hell
2023-01-20/16:08:55,20.2,1006.0,976.0,54.0,91.7
2023-01-20/16:08:56,20.2,1006.0,976.0,52.0,92.40001
2023-01-20/16:08:57,20.2,1006.0,976.0,52.0,92.5
2023-01-20/16:08:58,20.2,1006.0,979.0,47.0,92.5
2023-01-20/16:08:59,20.2,1006.0,979.0,47.0,92.5
2023-01-20/16:09:01,20.2,1006.0,979.0,58.0,92.5
2023-01-20/16:09:02,20.2,1006.0,979.0,58.0,92.40001
2023-01-20/16:09:03,20.2,1006.0,979.0,58.0,92.3
2023-01-20/16:09:04,20.2,1006.0,979.0,58.0,92.1
2023-01-20/16:09:05,20.2,1006.0,979.0,54.0,92.2
2023-01-20/16:09:06,20.2,1006.0,979.0,54.0,92.1
2023-01-20/16:09:07,20.2,1006.0,979.0,60.0,91.7
2023-01-20/16:09:08,20.2,1006.0,979.0,60.0,91.90001
2023-01-20/16:09:09,20.2,1006.0,979.0,56.0,91.7
2023-01-20/16:09:10,20.2,1006.0,979.0,56.0,91.7
2023-01-20/16:09:12,20.2,1006.0,979.0,55.0,91.7
2023-01-20/16:09:13,20.2,1006.0,979.0,55.0,91.7
2023-01-20/16:09:14,20.2,1006.0,981.0,44.0,91.7
2023-01-20/16:09:15,20.2,1006.0,981.0,44.0,91.7
2023-01-20/16:09:16,20.2,1006.0,981.0,57.0,91.7
2023-01-20/16:09:17,20.2,1006.0,981.0,57.0,91.7
2023-01-20/16:09:18,20.2,1006.0,981.0,56.0,91.2
2023-01-20/16:09:19,20.2,1006.0,981.0,56.0,90.80001
2023-01-20/16:09:20,20.2,1006.0,981.0,57.0,90.80001
2023-01-20/16:09:24,20.2,1006.0,981.0,57.0,90.30001
