time,tempce,luftdruck,co2,laut,hell
2022-02-22/16:53:15,23.6,993.0,1562.0,66.0,13.3
2022-02-22/16:53:17,23.6,993.0,1562.0,66.0,14.2
2022-02-22/16:53:18,23.6,993.0,1562.0,66.0,14.2
2022-02-22/16:53:19,23.6,993.0,1562.0,58.0,14.3
2022-02-22/16:53:20,23.6,993.0,1562.0,58.0,14.9
2022-02-22/16:53:21,23.6,993.0,1562.0,66.0,14.9
2022-02-22/16:53:22,23.6,993.0,1562.0,66.0,14.9
2022-02-22/16:53:23,23.6,993.0,1562.0,66.0,14.6
2022-02-22/16:53:24,23.6,993.0,1562.0,66.0,14.9
2022-02-22/16:53:25,23.6,993.0,1562.0,66.0,14.6
2022-02-22/16:53:26,23.6,993.0,1562.0,66.0,14.6
2022-02-22/16:53:27,23.6,993.0,1562.0,66.0,14.7
2022-02-22/16:53:29,23.6,993.0,1562.0,66.0,14.7
2022-02-22/16:53:30,23.6,993.0,1562.0,66.0,14.4
2022-02-22/16:53:31,23.6,993.0,1562.0,66.0,14.4
2022-02-22/16:53:32,23.6,993.0,1562.0,66.0,14.3
2022-02-22/16:53:33,23.6,993.0,1562.0,66.0,14.3
2022-02-22/16:53:34,23.6,993.0,1571.0,60.0,14.3
2022-02-22/16:53:35,23.6,993.0,1571.0,60.0,14.4
2022-02-22/16:53:36,23.6,993.0,1571.0,66.0,14.6
2022-02-22/16:53:37,23.6,993.0,1571.0,66.0,14.4
2022-02-22/16:53:38,23.6,993.0,1571.0,66.0,14.2
2022-02-22/16:53:39,23.6,993.0,1571.0,66.0,14.3
2022-02-22/16:53:40,23.6,993.0,1571.0,66.0,14.2
2022-02-22/16:53:42,23.6,993.0,1571.0,66.0,14.2
2022-02-22/16:53:43,23.6,993.0,1571.0,66.0,14.2
2022-02-22/16:53:44,23.6,993.0,1571.0,66.0,14.2
2022-02-22/16:53:45,23.6,993.0,1571.0,66.0,14.2
2022-02-22/16:53:46,23.6,993.0,1571.0,66.0,14.2
2022-02-22/16:53:47,23.6,993.0,1571.0,66.0,14.2
2022-02-22/16:53:48,23.6,993.0,1571.0,66.0,14.2
2022-02-22/16:53:49,23.6,993.0,1567.0,56.0,14.2
2022-02-22/16:53:50,23.6,993.0,1567.0,56.0,14.2
2022-02-22/16:53:51,23.6,993.0,1567.0,66.0,14.2
2022-02-22/16:53:52,23.6,993.0,1567.0,66.0,14.2
2022-02-22/16:53:54,23.6,993.0,1567.0,66.0,14.2
2022-02-22/16:53:55,23.6,993.0,1567.0,66.0,14.2
2022-02-22/16:53:56,23.6,993.0,1567.0,66.0,14.2
2022-02-22/16:53:57,23.6,993.0,1567.0,66.0,14.2
2022-02-22/16:53:58,23.6,993.0,1567.0,66.0,14.2
2022-02-22/16:53:59,23.6,993.0,1567.0,66.0,14.2
2022-02-22/16:54:00,23.6,993.0,1567.0,66.0,14.2
2022-02-22/16:54:01,23.6,993.0,1567.0,66.0,14.2
2022-02-22/16:54:02,23.6,993.0,1567.0,64.0,14.2
2022-02-22/16:54:03,23.6,993.0,1567.0,64.0,14.2
2022-02-22/16:54:04,23.6,993.0,1567.0,57.0,14.2
2022-02-22/16:54:06,23.6,993.0,1567.0,57.0,13.9
