time,tempce,luftfeucht,co2,laut,hell
2022-01-10/18:14:02,22.09,1003.5,931.0,21.12,180.5
2022-01-10/18:14:03,22.09,1003.5,931.0,21.12,180.5
2022-01-10/18:14:04,22.09,1003.5,931.0,21.12,180.1
2022-01-10/18:14:05,22.09,1003.5,931.0,21.12,180.0
2022-01-10/18:14:06,22.1,1003.5,938.0,21.384,180.9
2022-01-10/18:14:07,22.1,1003.5,938.0,21.384,180.3
2022-01-10/18:14:09,22.1,1003.5,938.0,21.384,180.9
2022-01-10/18:14:10,22.1,1003.5,938.0,21.384,180.9
2022-01-10/18:14:11,22.1,1003.5,938.0,21.384,180.9
2022-01-10/18:14:12,22.1,1003.5,938.0,21.864,181.2
2022-01-10/18:14:13,22.1,1003.5,938.0,21.864,181.8
2022-01-10/18:14:14,22.1,1003.5,938.0,21.864,181.9
2022-01-10/18:14:16,22.1,1003.5,938.0,21.864,180.3
2022-01-10/18:14:17,22.1,1003.5,938.0,21.864,180.4
2022-01-10/18:14:18,22.1,1003.5,938.0,21.24,180.5
2022-01-10/18:14:19,22.1,1003.5,938.0,21.24,180.7
2022-01-10/18:14:20,22.1,1003.5,938.0,21.24,181.2
2022-01-10/18:14:22,22.1,1003.5,938.0,21.24,180.7
