time,tempce,luftfeucht,co2,laut,hell
2022-01-31/18:06:17,23.18,982.5,1297.0,57.56038,155.8333
2022-01-31/18:06:18,23.18,982.5,1297.0,66.06759,156.5625
2022-01-31/18:06:19,23.18,982.5,1297.0,66.06759,156.6666
2022-01-31/18:06:20,23.18,982.5,1297.0,66.06759,156.6666
2022-01-31/18:06:21,23.18,982.5,1297.0,65.59265,156.6666
2022-01-31/18:06:22,23.18,982.5,1297.0,65.59265,156.6666
2022-01-31/18:06:23,23.18,982.5,1297.0,65.59265,156.6666
2022-01-31/18:06:25,23.18,982.5,1297.0,65.01161,156.6666
2022-01-31/18:06:26,23.18,982.5,1297.0,65.01161,156.6666
2022-01-31/18:06:27,23.18,982.5,1297.0,65.01161,156.6666
2022-01-31/18:06:28,23.13,982.5,1219.0,62.56141,156.6666
2022-01-31/18:06:29,23.13,982.5,1219.0,62.56141,156.6666
2022-01-31/18:06:30,23.13,982.5,1219.0,62.56141,156.6666
2022-01-31/18:06:31,23.13,982.5,1219.0,60.95995,156.6666
2022-01-31/18:06:32,23.13,982.5,1219.0,60.95995,156.6666
2022-01-31/18:06:33,23.13,982.5,1219.0,60.95995,156.6666
2022-01-31/18:06:34,23.13,982.5,1219.0,64.59046,156.6666
2022-01-31/18:06:35,23.13,982.5,1219.0,64.59046,156.6666
2022-01-31/18:06:37,23.13,982.5,1219.0,64.59046,156.6666
2022-01-31/18:06:38,23.13,982.5,1219.0,65.13165,156.6666
2022-01-31/18:06:39,23.13,982.5,1219.0,65.13165,156.6666
2022-01-31/18:06:40,23.13,982.5,1219.0,65.13165,156.6666
2022-01-31/18:06:41,23.13,982.5,1219.0,66.14816,156.6666
2022-01-31/18:06:42,23.13,982.5,1219.0,66.14816,156.6666
2022-01-31/18:06:43,23.13,982.5,1219.0,66.14816,156.6666
2022-01-31/18:06:44,23.05,982.5,1147.0,57.24022,156.6666
2022-01-31/18:06:45,23.05,982.5,1147.0,57.24022,156.6666
2022-01-31/18:06:46,23.05,982.5,1147.0,57.24022,156.6666
2022-01-31/18:06:47,23.05,982.5,1147.0,65.47196,156.6666
2022-01-31/18:06:49,23.05,982.5,1147.0,65.47196,156.6666
2022-01-31/18:06:50,23.05,982.5,1147.0,65.47196,156.6666
2022-01-31/18:06:51,23.05,982.5,1147.0,66.25076,156.6666
2022-01-31/18:06:52,23.05,982.5,1147.0,66.25076,156.6666
