time,tempce,luftfeucht,co2,laut,hell
2022-01-06/18:56:51,23.81,997.6,1392.0,22.872,216.9
2022-01-06/18:56:53,23.81,997.6,1392.0,22.872,217.7
2022-01-06/18:56:54,23.81,997.6,1392.0,22.32,217.8
2022-01-06/18:56:55,23.81,997.6,1392.0,22.32,217.8
2022-01-06/18:56:56,23.81,997.6,1392.0,22.32,217.8
2022-01-06/18:56:57,23.81,997.6,1392.0,22.32,217.8
2022-01-06/18:56:58,23.81,997.6,1392.0,22.32,123.2
2022-01-06/18:57:00,23.8,997.6,1395.0,24.48,185.5
2022-01-06/18:57:01,23.8,997.6,1395.0,24.48,217.9
2022-01-06/18:57:02,23.8,997.6,1395.0,24.48,217.8
2022-01-06/18:57:03,23.8,997.6,1395.0,24.48,217.8
2022-01-06/18:57:04,23.8,997.6,1395.0,24.48,217.8
2022-01-06/18:57:06,23.8,997.6,1395.0,22.44,217.8
2022-01-06/18:57:07,23.8,997.6,1395.0,22.44,217.8
2022-01-06/18:57:08,23.8,997.6,1395.0,22.44,217.8
2022-01-06/18:57:09,23.8,997.6,1395.0,22.44,217.8
2022-01-06/18:57:10,23.8,997.6,1395.0,22.44,217.8
2022-01-06/18:57:12,23.8,997.6,1395.0,22.632,217.8
2022-01-06/18:57:13,23.8,997.6,1395.0,22.632,217.8
2022-01-06/18:57:14,23.8,997.6,1395.0,22.632,217.8
2022-01-06/18:57:15,23.8,997.6,1395.0,22.632,217.8
2022-01-06/18:57:16,23.8,997.6,1395.0,22.632,217.8
2022-01-06/18:57:17,23.83,997.6,1446.0,22.272,50.50001
2022-01-06/18:57:19,23.83,997.6,1446.0,22.272,90.30001
2022-01-06/18:57:20,23.83,997.6,1446.0,22.272,218.1
2022-01-06/18:57:21,23.83,997.6,1446.0,22.272,218.2
2022-01-06/18:57:22,23.83,997.6,1446.0,22.272,217.9
2022-01-06/18:57:23,23.83,997.6,1446.0,30.24,217.8
2022-01-06/18:57:24,23.83,997.6,1446.0,30.24,217.8
2022-01-06/18:57:26,23.83,997.6,1446.0,30.24,217.8
2022-01-06/18:57:27,23.83,997.6,1446.0,30.24,217.8
2022-01-06/18:57:28,23.83,997.6,1446.0,30.24,217.8
2022-01-06/18:57:29,24.01,997.7,1640.0,23.016,218.0
2022-01-06/18:57:30,24.01,997.7,1640.0,23.016,217.8
2022-01-06/18:57:31,24.01,997.7,1640.0,23.016,217.9
2022-01-06/18:57:33,24.01,997.7,1640.0,23.016,217.9
2022-01-06/18:57:34,24.01,997.7,1640.0,23.016,217.9
2022-01-06/18:57:35,24.01,997.7,1640.0,22.728,217.8
2022-01-06/18:57:36,24.01,997.7,1640.0,22.728,217.8
